Concept,Label,@en,@de,@it,@fr,@hu,@ca,@ru,@es,@el-latn,Lat,Long
<http://vocab.getty.edu/tgn/8710787>,Brentjong,,"""rentjon""@de",,,,,,,,46.318247,7.651172
<http://vocab.getty.edu/tgn/8710740>,Acheri,,,,,,,,,,46.96883,8.432213
<http://vocab.getty.edu/tgn/8710840>,Schüdeli,,"""chüdel""@de",,,,,,,,46.395761,7.265736
<http://vocab.getty.edu/tgn/8710827>,La Rocaille,,,,"""a Rocaill""@fr",,,,,,46.358966,7.128595
<http://vocab.getty.edu/tgn/8710484>,L'Audalle,,,,"""'Audall""@fr",,,,,,46.394103,7.152711
<http://vocab.getty.edu/tgn/8710756>,Wagenhausen,,"""agenhause""@de",,,,,,,,47.66003,8.84782
<http://vocab.getty.edu/tgn/8710871>,Les Grangettes,,,,"""es Grangette""@fr",,,,,,46.429278,6.24365
<http://vocab.getty.edu/tgn/8710826>,La Sciaz,,,,"""a Scia""@fr",,,,,,46.358942,7.139514
<http://vocab.getty.edu/tgn/8710744>,Waldheim,,,,,,,,,,46.939567,8.316688
<http://vocab.getty.edu/tgn/8710821>,Favrins,,,,"""avrin""@fr",,,,,,46.358038,7.099032
<http://vocab.getty.edu/tgn/8710736>,Unter Agglistal,,,,,,,,,,46.96166,8.41293
<http://vocab.getty.edu/tgn/8710469>,Les Bovets,,,,"""es Bovet""@fr",,,,,,46.35662,7.140777
<http://vocab.getty.edu/tgn/8710773>,Les Ernets,,,,"""es Ernet""@fr",,,,,,46.285315,7.097578
<http://vocab.getty.edu/tgn/8710499>,La Sottana,,,,"""a Sottan""@fr",,,,,,46.4263,7.095883
<http://vocab.getty.edu/tgn/8710511>,Les Grands Sizes,,,,"""es Grands Size""@fr",,,,,,46.427834,6.279151
<http://vocab.getty.edu/tgn/8710467>,La Gottrausaz,,,,"""a Gottrausa""@fr",,,,,,46.356582,7.136816
<http://vocab.getty.edu/tgn/8710406>,Bort,,"""or""@de",,,,,,,,46.283833,7.695447
<http://vocab.getty.edu/tgn/8710423>,La Bâtie,,,,"""a Bâti""@fr",,,,,,46.284712,6.130393
<http://vocab.getty.edu/tgn/8710737>,Wilgass,,,,,,,,,,46.962087,8.39395
<http://vocab.getty.edu/tgn/8710877>,Länge Bode,,"""änge Bod""@de",,,,,,,,46.429789,7.288171
<http://vocab.getty.edu/tgn/8710393>,Waltikon,,,,,,,,,,47.335739,8.620202
<http://vocab.getty.edu/tgn/8710514>,La Tourbière,,,,"""a Tourbièr""@fr",,,,,,46.428023,6.230544
<http://vocab.getty.edu/tgn/8710792>,Fontanney,,,,"""ontanne""@fr",,,,,,46.318546,6.986177
<http://vocab.getty.edu/tgn/8710797>,Äbi,,"""b""@de",,,,,,,,46.319009,7.918315
<http://vocab.getty.edu/tgn/8710489>,Grens,,,,"""ren""@fr",,,,,,46.394378,6.191311
<http://vocab.getty.edu/tgn/8710832>,Blatten bei Naters,,"""latten bei Nater""@de",,,,,,,,46.359346,7.983621
<http://vocab.getty.edu/tgn/8710463>,La Coutaz,,,,"""a Couta""@fr",,,,,,46.356256,7.164209
<http://vocab.getty.edu/tgn/8710772>,Bielen,,"""iele""@de",,,,,,,,46.285314,7.689075
<http://vocab.getty.edu/tgn/8710858>,Betelbode,,"""etelbod""@de",,,,,,,,46.428321,7.439092
<http://vocab.getty.edu/tgn/8710455>,Cergnat,,,,"""ergna""@fr",,,,,,46.355583,7.041973
<http://vocab.getty.edu/tgn/8710788>,Chaschtler,,"""haschtle""@de",,,,,,,,46.318339,7.909402
<http://vocab.getty.edu/tgn/8710763>,Vuisternens,,,,,,,,,,46.708148,7.053982
<http://vocab.getty.edu/tgn/8710727>,Feld,,,,,,,,,,46.969182,8.446169
<http://vocab.getty.edu/tgn/8710419>,Dörfji,,"""örfj""@de",,,,,,,,46.284322,7.64896
<http://vocab.getty.edu/tgn/8710507>,Schlössli,,"""chlössl""@de",,,,,,,,46.427318,7.318972
<http://vocab.getty.edu/tgn/8710738>,Riedmatt,,,,,,,,,,46.970824,8.435848
<http://vocab.getty.edu/tgn/8710466>,Grand Bois,,,,"""rand Boi""@fr",,,,,,46.356336,6.89927
<http://vocab.getty.edu/tgn/8710495>,Grüenbüel,,"""rüenbüe""@de",,,,,,,,46.425765,7.32544
<http://vocab.getty.edu/tgn/8710820>,Blattnerhalta,,"""lattnerhalt""@de",,,,,,,,46.35798,7.978411
<http://vocab.getty.edu/tgn/8710732>,Rübikäpeli,,,,,,,,,,46.96415,8.42225
<http://vocab.getty.edu/tgn/8710434>,Bach,,"""ac""@de",,,,,,,,46.317182,8.009966
<http://vocab.getty.edu/tgn/8710004>,Hostetten,,,,,,,,,,46.95337,8.392
<http://vocab.getty.edu/tgn/8710100>,La Frasse,,,,"""a Frass""@fr",,,,,,46.354149,7.049174
<http://vocab.getty.edu/tgn/8710096>,Ahoru,,"""hor""@de",,,,,,,,46.353809,7.981793
<http://vocab.getty.edu/tgn/8710118>,La Pièce,,,,"""a Pièc""@fr",,,,,,46.389587,6.164704
<http://vocab.getty.edu/tgn/8710070>,Dravers,,,,"""raver""@fr",,,,,,46.314485,6.840072
<http://vocab.getty.edu/tgn/8710087>,L'Ecluse,,,,"""'Eclus""@fr",,,,,,46.316497,6.981387
<http://vocab.getty.edu/tgn/8709795>,Färiche,,"""ärich""@de",,,,,,,,46.423729,7.437856
<http://vocab.getty.edu/tgn/8710105>,Le Ruisseau,,,,"""e Ruissea""@fr",,,,,,46.354289,6.186938
<http://vocab.getty.edu/tgn/8710351>,Hard,,"""ar""@de",,,,,,,,47.719168,8.787274
<http://vocab.getty.edu/tgn/8709735>,Le Paluex,,,,"""e Palue""@fr",,,,,,46.350913,7.060329
<http://vocab.getty.edu/tgn/8710367>,Berg Hag,,,,,,,,,,46.958382,8.466733
<http://vocab.getty.edu/tgn/8710022>,Welschenrohr,,,,,,,,,,47.280288,7.526341
<http://vocab.getty.edu/tgn/8709766>,La Biolatte,,,,"""a Biolatt""@fr",,,,,,46.387939,6.215688
<http://vocab.getty.edu/tgn/8710365>,Sankt Anna,,,,,,,,,,46.963777,8.484833
<http://vocab.getty.edu/tgn/8710042>,Wauwil,,,,,,,,,,47.184568,8.021002
<http://vocab.getty.edu/tgn/8710157>,Rütschli,,"""ütschl""@de",,,,,,,,46.425474,7.339295
<http://vocab.getty.edu/tgn/8710002>,Hegi,,,,,,,,,,46.947212,8.449155
<http://vocab.getty.edu/tgn/8710379>,Härdmattli,,,,,,,,,,46.953828,8.417358
<http://vocab.getty.edu/tgn/8710099>,Aux Parcs,,,,"""ux Parc""@fr",,,,,,46.353947,7.091106
<http://vocab.getty.edu/tgn/8710372>,Unter Spis,,,,,,,,,,46.9473,8.44312
<http://vocab.getty.edu/tgn/8710068>,Bina,,"""in""@de",,,,,,,,46.314146,7.823367
<http://vocab.getty.edu/tgn/8710366>,Ärnital,,,,,,,,,,46.961705,8.461162
<http://vocab.getty.edu/tgn/8710357>,Hartmanix,,,,,,,,,,46.95539,8.46991
<http://vocab.getty.edu/tgn/8709789>,Chez les Isoz,,,,"""hez les Iso""@fr",,,,,,46.423206,7.164288
<http://vocab.getty.edu/tgn/8710346>,Bibermüli,,"""ibermül""@de",,,,,,,,47.679762,8.804492
<http://vocab.getty.edu/tgn/8709731>,La George,,,,"""a Georg""@fr",,,,,,46.3506,6.938533
<http://vocab.getty.edu/tgn/8709999>,Alpelen,,,,,,,,,,46.944157,8.4412
<http://vocab.getty.edu/tgn/8710356>,Blindenhusen,,"""lindenhuse""@de",,,,,,,,47.725818,8.785618
<http://vocab.getty.edu/tgn/8710383>,Wasserauen,,"""asseraue""@de",,,,,,,,47.284448,9.428554
<http://vocab.getty.edu/tgn/8710352>,Buch,,"""uc""@de",,,,,,,,47.717275,8.783068
<http://vocab.getty.edu/tgn/8710360>,Leid Härggis,,,,,,,,,,46.95403,8.48969
<http://vocab.getty.edu/tgn/8710364>,Acheri,,,,,,,,,,46.963152,8.472675
<http://vocab.getty.edu/tgn/8710123>,Derfji,,"""erfj""@de",,,,,,,,46.390274,8.099763
<http://vocab.getty.edu/tgn/8710003>,Chastenmatt,,,,,,,,,,46.946488,8.454335
<http://vocab.getty.edu/tgn/8710374>,Dietlisberg,,,,,,,,,,46.948355,8.456334
<http://vocab.getty.edu/tgn/8710009>,Wissiflue,,,,,,,,,,46.946762,8.485815
<http://vocab.getty.edu/tgn/8710000>,Seewli,,,,,,,,,,46.938704,8.448022
<http://vocab.getty.edu/tgn/8710005>,Schloh,,,,,,,,,,46.953887,8.399888
<http://vocab.getty.edu/tgn/8710135>,Avenex,,,,"""vene""@fr",,,,,,46.391698,6.210998
<http://vocab.getty.edu/tgn/8710342>,Wilen,,"""ile""@de",,,,,,,,47.696691,8.813798
<http://vocab.getty.edu/tgn/8710375>,Brunni,,,,,,,,,,46.95215,8.44943
<http://vocab.getty.edu/tgn/8710112>,Le Fenillet,,,,"""e Fenille""@fr",,,,,,46.354815,7.060669
<http://vocab.getty.edu/tgn/8710368>,Büel,,,,,,,,,,46.966162,8.464563
<http://vocab.getty.edu/tgn/8710094>,La Jacallaz,,,,"""a Jacalla""@fr",,,,,,46.353571,6.181083
<http://vocab.getty.edu/tgn/8710151>,La Dullive,,,,"""a Dulliv""@fr",,,,,,46.424801,6.293672
<http://vocab.getty.edu/tgn/8710358>,Ruexen,,,,,,,,,,46.951131,8.477816
<http://vocab.getty.edu/tgn/8710091>,Murat,,,,"""ura""@fr",,,,,,46.353134,6.2025
<http://vocab.getty.edu/tgn/8710016>,Erlen,,,,,,,,,,46.954356,8.504692
<http://vocab.getty.edu/tgn/8710373>,Ober Spis,,,,,,,,,,46.949899,8.436553
<http://vocab.getty.edu/tgn/8710140>,Coinsins,,,,"""oinsin""@fr",,,,,,46.42406,6.232411
<http://vocab.getty.edu/tgn/8709748>,Bogis,,,,"""ogi""@fr",,,,,,46.352829,6.16573
<http://vocab.getty.edu/tgn/8710072>,Bodma,,"""odm""@de",,,,,,,,46.314542,7.923699
<http://vocab.getty.edu/tgn/8709737>,La Gouflanèche,,,,"""a Gouflanèch""@fr",,,,,,46.3511,7.055884
<http://vocab.getty.edu/tgn/8710115>,Bettmeralp,,"""ettmeral""@de",,,,,,,,46.389369,8.062624
<http://vocab.getty.edu/tgn/8710008>,Ankenberg,,,,,,,,,,46.951707,8.463962
<http://vocab.getty.edu/tgn/8710092>,Les Aviolats,,,,"""es Aviolat""@fr",,,,,,46.353194,7.11281
<http://vocab.getty.edu/tgn/8710035>,Weissbad,,"""eissba""@de",,,,,,,,47.309999,9.434778
<http://vocab.getty.edu/tgn/8710371>,Niederdorf,,,,,,,,,,46.971831,8.462335
<http://vocab.getty.edu/tgn/8710018>,Rütenen,,,,,,,,,,46.962722,8.504595
<http://vocab.getty.edu/tgn/8710069>,Bord,,"""or""@de",,,,,,,,46.314181,7.858285
<http://vocab.getty.edu/tgn/8709756>,Lus,,"""u""@de",,,,,,,,46.386901,7.276161
<http://vocab.getty.edu/tgn/8709740>,Oldenegg,,"""ldeneg""@de",,,,,,,,46.351541,7.238545
<http://vocab.getty.edu/tgn/8710020>,Wil,,,,,,,,,,46.962585,8.475177
<http://vocab.getty.edu/tgn/8709743>,Courtenaud,,,,"""ourtenau""@fr",,,,,,46.351935,6.184991
<http://vocab.getty.edu/tgn/8709741>,Dorben,,"""orbe""@de",,,,,,,,46.351559,7.625092
<http://vocab.getty.edu/tgn/8710376>,Chatzenstrick,,,,,,,,,,46.954141,8.449356
<http://vocab.getty.edu/tgn/8710119>,Rohr,,"""oh""@de",,,,,,,,46.389601,7.274648
<http://vocab.getty.edu/tgn/8710377>,Guberen,,,,,,,,,,46.950877,8.440325
<http://vocab.getty.edu/tgn/8710390>,Wangen,,,,,,,,,,47.343145,7.873837
<http://vocab.getty.edu/tgn/8710015>,Meinberg,,,,,,,,,,46.948756,8.497827
<http://vocab.getty.edu/tgn/8710001>,Treberen,,,,,,,,,,46.94504,8.45752
<http://vocab.getty.edu/tgn/8710090>,Les Coullaux,,,,"""es Coullau""@fr",,,,,,46.353108,6.885127
<http://vocab.getty.edu/tgn/8710361>,Bärligs,,,,,,,,,,46.954082,8.482741
<http://vocab.getty.edu/tgn/8710006>,Winterswil,,,,,,,,,,46.956037,8.406006
<http://vocab.getty.edu/tgn/8710104>,Les Nicolets,,,,"""es Nicolet""@fr",,,,,,46.354284,7.119369
<http://vocab.getty.edu/tgn/8709753>,Binnegga,,"""innegg""@de",,,,,,,,46.385972,8.135685
<http://vocab.getty.edu/tgn/8710019>,Chisti,,,,,,,,,,46.95682,8.4672
<http://vocab.getty.edu/tgn/8710040>,Wegenstetten,,,,,,,,,,47.497939,7.931594
<http://vocab.getty.edu/tgn/8710036>,Weiningen,,,,,,,,,,47.418925,8.435344
<http://vocab.getty.edu/tgn/8710369>,Isenringen,,,,,,,,,,46.968918,8.472929
<http://vocab.getty.edu/tgn/8710152>,Bodma,,"""odm""@de",,,,,,,,46.424965,8.152223
<http://vocab.getty.edu/tgn/8710146>,Beauregard,,,,"""eauregar""@fr",,,,,,46.424644,7.158226
<http://vocab.getty.edu/tgn/8710014>,Schattigstock,,,,,,,,,,46.945032,8.505352
<http://vocab.getty.edu/tgn/8709843>,Al Runch,,,"""l Runc""@it",,,,,,,46.321341,10.071353
<http://vocab.getty.edu/tgn/8710381>,Wasterkingen,,,,,,,,,,47.589815,8.471655
<http://vocab.getty.edu/tgn/8710359>,Härggis,,,,,,,,,,46.9528,8.49445
<http://vocab.getty.edu/tgn/8710037>,Weinfelden,,"""einfelde""@de",,,,,,,,47.56235,9.12661
<http://vocab.getty.edu/tgn/8710062>,Chevrens,,,,"""hevren""@fr",,,,,,46.283434,6.237383
<http://vocab.getty.edu/tgn/8710130>,An der Ledi,,"""n der Led""@de",,,,,,,,46.391108,7.338954
<http://vocab.getty.edu/tgn/8710078>,Chavannes-des-Bois,,,,"""havannes-des-Boi""@fr",,,,,,46.31515,6.133161
<http://vocab.getty.edu/tgn/8710017>,Steinen,,,,,,,,,,46.95744,8.50425
<http://vocab.getty.edu/tgn/8710114>,Blatti,,"""latt""@de",,,,,,,,46.38914,7.231742
<http://vocab.getty.edu/tgn/8709793>,Schwand,,"""chwan""@de",,,,,,,,46.423641,7.439132
<http://vocab.getty.edu/tgn/8709732>,La Forclaz,,,,"""a Forcla""@fr",,,,,,46.350756,7.069811
<http://vocab.getty.edu/tgn/8709777>,Blatti,,"""latt""@de",,,,,,,,46.42207,7.437968
<http://vocab.getty.edu/tgn/8710370>,Hagnau,,,,,,,,,,46.971127,8.467788
<http://vocab.getty.edu/tgn/8710056>,La Rosière,,,,"""a Rosièr""@fr",,,,,,46.283046,6.11848
<http://vocab.getty.edu/tgn/8709745>,Bachalp,,"""achal""@de",,,,,,,,46.35272,7.684899
<http://vocab.getty.edu/tgn/8709747>,Essert d'Amont,,,,"""ssert d'Amon""@fr",,,,,,46.352782,7.018705
<http://vocab.getty.edu/tgn/8710010>,Gummi,,,,,,,,,,46.944221,8.481016
<http://vocab.getty.edu/tgn/8709010>,Grande Coudre,,,,"""rande Coudr""@fr",,,,,,46.347014,6.172904
<http://vocab.getty.edu/tgn/8708572>,Unterem Stock,,,,,,,,,,46.914218,8.462492
<http://vocab.getty.edu/tgn/8708951>,Wittnau,,,,,,,,,,47.481387,7.975767
<http://vocab.getty.edu/tgn/8708638>,Bluche,,,,"""luch""@fr",,,,,,46.308454,7.49506
<http://vocab.getty.edu/tgn/8708656>,Les Faveires,,,,"""es Faveire""@fr",,,,,,46.345555,7.045178
<http://vocab.getty.edu/tgn/8709001>,Dorna,,"""orn""@de",,,,,,,,46.310629,7.841969
<http://vocab.getty.edu/tgn/8709007>,Clos de la George,,,,"""los de la Georg""@fr",,,,,,46.346618,6.942851
<http://vocab.getty.edu/tgn/8708932>,Schmidsboden,,,,,,,,,,46.89611,8.42328
<http://vocab.getty.edu/tgn/8708310>,Inners Gründ,,"""nners Grün""@de",,,,,,,,46.375896,7.246525
<http://vocab.getty.edu/tgn/8708553>,Stockboden,,,,,,,,,,46.93721,8.4617
<http://vocab.getty.edu/tgn/8708250>,Undervelier,,,,,,,,,,47.303077,7.222739
<http://vocab.getty.edu/tgn/8708596>,Wünnewil,,,,,,,,,,46.874005,7.277337
<http://vocab.getty.edu/tgn/8708598>,Chermeu d'en Bas,,,,"""hermeu d'en Ba""@fr",,,,,,46.272505,6.869116
<http://vocab.getty.edu/tgn/8708343>,Langer,,"""ange""@de",,,,,,,,46.415269,7.46974
<http://vocab.getty.edu/tgn/8708568>,Brändlisboden,,,,,,,,,,46.921695,8.452825
<http://vocab.getty.edu/tgn/8708963>,Brand,,"""ran""@de",,,,,,,,46.27489,7.796203
<http://vocab.getty.edu/tgn/8708620>,Crêt-à-Tavez,,,,"""rêt-à-Tave""@fr",,,,,,46.306202,7.003122
<http://vocab.getty.edu/tgn/8708311>,Châtelet,,,,"""hâtele""@fr",,,,,,46.375902,6.906583
<http://vocab.getty.edu/tgn/8708309>,Lätzi Weid,,"""ätzi Wei""@de",,,,,,,,46.375625,7.267179
<http://vocab.getty.edu/tgn/8708927>,Chäserstad,,,,,,,,,,46.90787,8.44038
<http://vocab.getty.edu/tgn/8708276>,Canal,,"""ana""@de",,,,,,,,46.305145,10.104295
<http://vocab.getty.edu/tgn/8708707>,Opital,,"""pita""@de",,,,,,,,46.417781,7.437155
<http://vocab.getty.edu/tgn/8708641>,Beffeux,,,,"""effeu""@fr",,,,,,46.30877,6.893328
<http://vocab.getty.edu/tgn/8709011>,Bossey,,,,"""osse""@fr",,,,,,46.347251,6.185505
<http://vocab.getty.edu/tgn/8708642>,La Biole,,,,"""a Biol""@fr",,,,,,46.308775,6.942038
<http://vocab.getty.edu/tgn/8708691>,Le Bauloz,,,,"""e Baulo""@fr",,,,,,46.415887,6.127698
<http://vocab.getty.edu/tgn/8708684>,Belle Place,,,,"""elle Plac""@fr",,,,,,46.380443,6.958145
<http://vocab.getty.edu/tgn/8709020>,Le Rachy,,,,"""e Rach""@fr",,,,,,46.34787,7.142808
<http://vocab.getty.edu/tgn/8709019>,Le Pont,,,,"""e Pon""@fr",,,,,,46.347852,7.043879
<http://vocab.getty.edu/tgn/8708644>,La Golette,,,,"""a Golett""@fr",,,,,,46.344182,7.057195
<http://vocab.getty.edu/tgn/8708957>,Winkel,,,,,,,,,,47.013237,8.311684
<http://vocab.getty.edu/tgn/8708605>,Blignou,,,,"""ligno""@fr",,,,,,46.272925,7.398586
<http://vocab.getty.edu/tgn/8708647>,Äbnet,,"""bne""@de",,,,,,,,46.344688,8.023779
<http://vocab.getty.edu/tgn/8708332>,Mattisweid,,"""attiswei""@de",,,,,,,,46.414731,7.434479
<http://vocab.getty.edu/tgn/8708645>,Chavannes-de-Bogis,,,,"""havannes-de-Bogi""@fr",,,,,,46.344265,6.160183
<http://vocab.getty.edu/tgn/8709024>,La Loyette,,,,"""a Loyett""@fr",,,,,,46.348178,7.167354
<http://vocab.getty.edu/tgn/8709021>,Les Ecots,,,,"""es Ecot""@fr",,,,,,46.348008,6.941682
<http://vocab.getty.edu/tgn/8708595>,Wuppenau,,"""uppena""@de",,,,,,,,47.49666,9.10828
<http://vocab.getty.edu/tgn/8708989>,Brich,,"""ric""@de",,,,,,,,46.309375,7.913353
<http://vocab.getty.edu/tgn/8708298>,Les Granges,,,,"""es Grange""@fr",,,,,,46.343275,7.050806
<http://vocab.getty.edu/tgn/8708710>,Champ Babau,,,,"""hamp Baba""@fr",,,,,,46.418093,6.932
<http://vocab.getty.edu/tgn/8708670>,La Frête,,,,"""a Frêt""@fr",,,,,,46.379292,7.10155
<http://vocab.getty.edu/tgn/8708692>,Fang,,"""an""@de",,,,,,,,46.416306,7.322826
<http://vocab.getty.edu/tgn/8708321>,Bruchegg,,"""rucheg""@de",,,,,,,,46.377068,7.979504
<http://vocab.getty.edu/tgn/8708679>,Cretillon,,,,"""retillo""@fr",,,,,,46.379902,7.07687
<http://vocab.getty.edu/tgn/8708976>,En Cheseaux,,,,"""n Cheseau""@fr",,,,,,46.276733,7.085574
<http://vocab.getty.edu/tgn/8708626>,Audey,,,,"""ude""@fr",,,,,,46.306671,7.407957
<http://vocab.getty.edu/tgn/8708914>,Chrüzhütten,,,,,,,,,,46.91506,8.44866
<http://vocab.getty.edu/tgn/8708257>,Uffikon,,,,,,,,,,47.210957,8.018076
<http://vocab.getty.edu/tgn/8708269>,Le Crot,,,,"""e Cro""@fr",,,,,,46.304452,7.033119
<http://vocab.getty.edu/tgn/8708993>,Brich,,"""ric""@de",,,,,,,,46.309643,7.918408
<http://vocab.getty.edu/tgn/8708317>,Bois-Bougy,,,,"""ois-Boug""@fr",,,,,,46.376814,6.224544
<http://vocab.getty.edu/tgn/8708933>,Vorsäss,,,,,,,,,,46.89195,8.4231
<http://vocab.getty.edu/tgn/8708627>,Chumma,,"""humm""@de",,,,,,,,46.306794,8.01286
<http://vocab.getty.edu/tgn/8708924>,Gigi,,,,,,,,,,46.9051,8.42488
<http://vocab.getty.edu/tgn/8708563>,Wigerts,,,,,,,,,,46.92318,8.432556
<http://vocab.getty.edu/tgn/8708917>,Alpboden,,,,,,,,,,46.918514,8.440075
<http://vocab.getty.edu/tgn/8708316>,Bina,,"""in""@de",,,,,,,,46.376648,8.042352
<http://vocab.getty.edu/tgn/8708571>,Morschfeld,,,,,,,,,,46.917984,8.460191
<http://vocab.getty.edu/tgn/8708577>,Zell,,"""el""@de",,,,,,,,47.44808,8.82268
<http://vocab.getty.edu/tgn/8708560>,Büren ob dem Bach,,,,,,,,,,46.92388,8.39846
<http://vocab.getty.edu/tgn/8708673>,Schönenboden,,"""chönenbode""@de",,,,,,,,46.379562,7.252908
<http://vocab.getty.edu/tgn/8708939>,Wollerau,,"""ollera""@de",,,,,,,,47.19478,8.719031
<http://vocab.getty.edu/tgn/8708997>,Burg,,"""ur""@de",,,,,,,,46.309811,7.887008
<http://vocab.getty.edu/tgn/8708685>,Grange des Tilles,,,,"""range des Tille""@fr",,,,,,46.380472,6.920121
<http://vocab.getty.edu/tgn/8708980>,Le Sépey,,,,"""e Sépe""@fr",,,,,,46.276797,7.064128
<http://vocab.getty.edu/tgn/8708941>,Wolfwil,,,,,,,,,,47.268186,7.789674
<http://vocab.getty.edu/tgn/8708676>,Jolimont,,,,"""olimon""@fr",,,,,,46.379821,6.184965
<http://vocab.getty.edu/tgn/8709027>,Breite,,"""reit""@de",,,,,,,,46.380827,8.081043
<http://vocab.getty.edu/tgn/8708934>,Schiltli,,,,,,,,,,46.8929,8.42255
<http://vocab.getty.edu/tgn/8708299>,Chalet de la Crêta,,,,"""halet de la Crêt""@fr",,,,,,46.343292,7.290394
<http://vocab.getty.edu/tgn/8708668>,Burg,,"""ur""@de",,,,,,,,46.379034,7.287747
<http://vocab.getty.edu/tgn/8708322>,Biel,,"""ie""@de",,,,,,,,46.377212,8.063558
<http://vocab.getty.edu/tgn/8708342>,La Violette,,,,"""a Violett""@fr",,,,,,46.415239,6.194756
<http://vocab.getty.edu/tgn/8708565>,Hüttismatt,,,,,,,,,,46.919548,8.414013
<http://vocab.getty.edu/tgn/8708667>,Bougy Val,,,,"""ougy Va""@fr",,,,,,46.378963,6.224193
<http://vocab.getty.edu/tgn/8708303>,Aigue Noire,,,,"""igue Noir""@fr",,,,,,46.344005,7.164904
<http://vocab.getty.edu/tgn/8708256>,Ufhusen,,,,,,,,,,47.116473,7.896235
<http://vocab.getty.edu/tgn/8708260>,Uetikon,,,,,,,,,,47.265261,8.6606
<http://vocab.getty.edu/tgn/8708943>,Wölflinswil,,,,,,,,,,47.458113,7.999654
<http://vocab.getty.edu/tgn/8708593>,Würenlos,,,,,,,,,,47.442078,8.364394
<http://vocab.getty.edu/tgn/8708581>,Zeglingen,,,,,,,,,,47.416309,7.904773
<http://vocab.getty.edu/tgn/8708695>,Clarens,,,,"""laren""@fr",,,,,,46.416675,6.250665
<http://vocab.getty.edu/tgn/8708569>,Hüethütte,,,,,,,,,,46.91922,8.44651
<http://vocab.getty.edu/tgn/8708666>,L'Eglantine,,,,"""'Eglantin""@fr",,,,,,46.378399,6.188954
<http://vocab.getty.edu/tgn/8708665>,Cave du Sex,,,,"""ave du Se""@fr",,,,,,46.346222,7.538484
<http://vocab.getty.edu/tgn/8708664>,Le Bouillet,,,,"""e Bouille""@fr",,,,,,46.34617,7.052548
<http://vocab.getty.edu/tgn/8708253>,Uitikon,,,,,,,,,,47.373071,8.453426
<http://vocab.getty.edu/tgn/8708255>,Uhwiesen,,,,,,,,,,47.67019,8.632641
<http://vocab.getty.edu/tgn/8708341>,Bois Lande,,,,"""ois Land""@fr",,,,,,46.41523,6.179903
<http://vocab.getty.edu/tgn/8708339>,Moosvorschess,,"""oosvorsches""@de",,,,,,,,46.41507,7.285871
<http://vocab.getty.edu/tgn/8708284>,Les Verneys,,,,"""es Verney""@fr",,,,,,46.342312,6.201076
<http://vocab.getty.edu/tgn/8708686>,Les Crottes,,,,"""es Crotte""@fr",,,,,,46.380566,6.158719
<http://vocab.getty.edu/tgn/8708307>,Les Enchoses,,,,"""es Enchose""@fr",,,,,,46.37523,7.048848
<http://vocab.getty.edu/tgn/8709006>,Lac Verney,,,,"""ac Verne""@fr",,,,,,46.346587,6.939454
<http://vocab.getty.edu/tgn/8709013>,Belle Ferme,,,,"""elle Ferm""@fr",,,,,,46.347274,6.191051
<http://vocab.getty.edu/tgn/8708969>,La Doey,,,,"""a Doe""@fr",,,,,,46.275448,7.088045
<http://vocab.getty.edu/tgn/8709023>,En Crettaz,,,,"""n Cretta""@fr",,,,,,46.348133,7.028662
<http://vocab.getty.edu/tgn/8708705>,Biel,,"""ie""@de",,,,,,,,46.417408,7.784572
<http://vocab.getty.edu/tgn/8708580>,Zeihen,,,,,,,,,,47.475356,8.083131
<http://vocab.getty.edu/tgn/1064323>,Renens,,,,,,,,,,46.539894,6.588096
<http://vocab.getty.edu/tgn/1064344>,Roveredo,,,,,,,,,,56.2333,9.15
<http://vocab.getty.edu/tgn/1064309>,Promontogno,,,,,,,,,,46.338172,9.557646
<http://vocab.getty.edu/tgn/1064310>,Pully,,,,,,,,,,46.510544,6.656071
<http://vocab.getty.edu/tgn/1064380>,Savièse,,,,,,,,,,46.251153,7.345578
<http://vocab.getty.edu/tgn/1041550>,Viernheim,,,,,,,,,,49.5333,9.3
<http://vocab.getty.edu/tgn/1064084>,Goppenstein,,"""oppenstei""@de",,,,,,,,46.369036,7.754092
<http://vocab.getty.edu/tgn/1064248>,Mühlen,,,,,,,,,,46.524212,9.620869
<http://vocab.getty.edu/tgn/1064375>,Sankt Niklaus,,,,,,,,,,46.177165,7.803489
<http://vocab.getty.edu/tgn/1064183>,Le Prese,,,"""e Pres""@it",,,,,,,46.293129,10.078892
<http://vocab.getty.edu/tgn/1061541>,Zaraysk,,,,,,,,,,54.760504,38.878407
<http://vocab.getty.edu/tgn/1064290>,Parpan,,,,,,,,,,46.759325,9.560536
<http://vocab.getty.edu/tgn/1041904>,Zell,,,,,,,,,,47.7,7.85
<http://vocab.getty.edu/tgn/1064343>,Rougemont,,,,,,,,,,46.48597,7.209155
<http://vocab.getty.edu/tgn/1064190>,Les Marécottes,,,,"""es Marécotte""@fr",,,,,,46.111448,7.007337
<http://vocab.getty.edu/tgn/1064236>,Mesocco,,,"""esocc""@it",,,,,,,46.393896,9.233334
<http://vocab.getty.edu/tgn/1064396>,Scuol,,,,,,,,,,46.796756,10.305946
<http://vocab.getty.edu/tgn/1064362>,Saint-Prex,,,,,,,,,,46.480123,6.459284
<http://vocab.getty.edu/tgn/1064329>,Riddes,,,,"""idde""@fr",,,,,,46.171724,7.221768
