CONCEPT,LABEL,@EN,@DE,@IT,@FR,@HU,@CA,@RU,@ES,@el-latn
<http://vocab.getty.edu/tgn/8710146>,Beauregard,,,,Beauregard,,,,,
<http://vocab.getty.edu/tgn/8710014>,Schattigstock,,,,,,,,,
<http://vocab.getty.edu/tgn/8709843>,Al Runch,,,Al Runch,,,,,,
<http://vocab.getty.edu/tgn/8710381>,Wasterkingen,,,,,,,,,
<http://vocab.getty.edu/tgn/8710359>,Härggis,,,,,,,,,
<http://vocab.getty.edu/tgn/8710037>,Weinfelden,,Weinfelden,,,,,,,
<http://vocab.getty.edu/tgn/8710062>,Chevrens,,,,Chevrens,,,,,
<http://vocab.getty.edu/tgn/8710130>,An der Ledi,,An der Ledi,,,,,,,
<http://vocab.getty.edu/tgn/8710078>,Chavannes-des-Bois,,,,Chavannes-des-Bois,,,,,
<http://vocab.getty.edu/tgn/8710017>,Steinen,,,,,,,,,
<http://vocab.getty.edu/tgn/8710114>,Blatti,,Blatti,,,,,,,
<http://vocab.getty.edu/tgn/8709793>,Schwand,,Schwand,,,,,,,
<http://vocab.getty.edu/tgn/8709732>,La Forclaz,,,,La Forclaz,,,,,
<http://vocab.getty.edu/tgn/8709777>,Blatti,,Blatti,,,,,,,
<http://vocab.getty.edu/tgn/8710370>,Hagnau,,,,,,,,,
<http://vocab.getty.edu/tgn/8710056>,La Rosière,,,,La Rosière,,,,,
<http://vocab.getty.edu/tgn/8709745>,Bachalp,,Bachalp,,,,,,,
<http://vocab.getty.edu/tgn/8709747>,Essert d'Amont,,,,Essert d'Amont,,,,,
<http://vocab.getty.edu/tgn/8710010>,Gummi,,,,,,,,,
<http://vocab.getty.edu/tgn/1064323>,Renens,,,,,,,,,
<http://vocab.getty.edu/tgn/1064344>,Roveredo,,,,,,,,,
<http://vocab.getty.edu/tgn/1064309>,Promontogno,,,,,,,,,
<http://vocab.getty.edu/tgn/1064310>,Pully,,,,,,,,,
<http://vocab.getty.edu/tgn/1064380>,Savièse,,,,,,,,,
<http://vocab.getty.edu/tgn/1041550>,Viernheim,,,,,,,,,
<http://vocab.getty.edu/tgn/1064084>,Goppenstein,,Goppenstein,,,,,,,
<http://vocab.getty.edu/tgn/1064248>,Mühlen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064375>,Sankt Niklaus,,,,,,,,,
<http://vocab.getty.edu/tgn/1064183>,Le Prese,,,Le Prese,,,,,,
<http://vocab.getty.edu/tgn/1061541>,Zaraysk,,,,,,,,,
<http://vocab.getty.edu/tgn/1064290>,Parpan,,,,,,,,,
<http://vocab.getty.edu/tgn/1041904>,Zell,,,,,,,,,
<http://vocab.getty.edu/tgn/1064343>,Rougemont,,,,,,,,,
<http://vocab.getty.edu/tgn/1064190>,Les Marécottes,,,,Les Marécottes,,,,,
<http://vocab.getty.edu/tgn/1064236>,Mesocco,,,Mesocco,,,,,,
<http://vocab.getty.edu/tgn/1064396>,Scuol,,,,,,,,,
<http://vocab.getty.edu/tgn/1064362>,Saint-Prex,,,,,,,,,
<http://vocab.getty.edu/tgn/1064329>,Riddes,,,,Riddes,,,,,
<http://vocab.getty.edu/tgn/1048265>,Zandvoort,,,,,,,,,
<http://vocab.getty.edu/tgn/1047009>,Stintino,,,,,,,,,
<http://vocab.getty.edu/tgn/1064382>,Saxon,,,,Saxon,,,,,
<http://vocab.getty.edu/tgn/1064430>,Stalden,,Stalden,,,,,,,
<http://vocab.getty.edu/tgn/1064341>,Rossa,,,Rossa,,,,,,
<http://vocab.getty.edu/tgn/1064333>,Rolle,,,,,,,,,
<http://vocab.getty.edu/tgn/1064376>,Santa Maria,,,,,,,,,
<http://vocab.getty.edu/tgn/1064176>,Lavin,,,,,,,,,
<http://vocab.getty.edu/tgn/1064050>,Fiesch,,Fiesch,,,,,,,
<http://vocab.getty.edu/tgn/1048190>,Vlaardingen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064189>,Haudères,,,,,,,,,
<http://vocab.getty.edu/tgn/1064256>,Nendaz,,,,,,,,,
<http://vocab.getty.edu/tgn/1041673>,Warendorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1064302>,Pontresina,,,Pontresina,,,,,,
<http://vocab.getty.edu/tgn/1064082>,Gletsch,,,,,,,,,
<http://vocab.getty.edu/tgn/1051098>,Tain,Tain,,,,,,,,
<http://vocab.getty.edu/tgn/1050702>,Glenelg,Glenelg,,,,,,,,
<http://vocab.getty.edu/tgn/1064304>,Poschiavo,,,Poschiavo,,,,,,
<http://vocab.getty.edu/tgn/1064317>,Raron,,Raron,,,,,,,
<http://vocab.getty.edu/tgn/1064350>,Saas-Almagel,,,,,,,,,
<http://vocab.getty.edu/tgn/1064401>,Seewis im Prätigau,,,,,,,,,
<http://vocab.getty.edu/tgn/1043011>,Skibbereen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064413>,Silvaplana,,,,,,,,,
<http://vocab.getty.edu/tgn/1064169>,Lenz,,,,,,,,,
<http://vocab.getty.edu/tgn/1041718>,Weinsberg,,,,,,,,,
<http://vocab.getty.edu/tgn/1064289>,Palézieux,,,,,,,,,
<http://vocab.getty.edu/tgn/1042825>,Gortahork,,,,,,,,,
<http://vocab.getty.edu/tgn/1047926>,Lunteren,,,,,,,,,
<http://vocab.getty.edu/tgn/1064046>,Evolène,,,,Evolène,,,,,
<http://vocab.getty.edu/tgn/1064365>,Salavaux,,,,,,,,,
<http://vocab.getty.edu/tgn/1064366>,Samedan,,,,,,,,,
<http://vocab.getty.edu/tgn/1064351>,Saas Fee,,Saas Fee,,,,,,,
<http://vocab.getty.edu/tgn/1064315>,Ramosch,,,,,,,,,
<http://vocab.getty.edu/tgn/1064319>,Reichenau,,,,,,,,,
<http://vocab.getty.edu/tgn/1064308>,Prilly,,,,,,,,,
<http://vocab.getty.edu/tgn/1064381>,Savognin,,,,,,,,,
<http://vocab.getty.edu/tgn/1064352>,Saas Grund,,Saas Grund,,,,,,,
<http://vocab.getty.edu/tgn/1064419>,Soazza,,,Soazza,,,,,,
<http://vocab.getty.edu/tgn/1050902>,Mallaig,Mallaig,,,,,,,,
<http://vocab.getty.edu/tgn/1064307>,Preda,,,,,,,,,
<http://vocab.getty.edu/tgn/1064239>,Montana,,,,Montana,,,,,
<http://vocab.getty.edu/tgn/1064044>,Euseigne,,,,Euseigne,,,,,
<http://vocab.getty.edu/tgn/1064300>,Platta,,,,,,,,,
<http://vocab.getty.edu/tgn/1064196>,Leysin,,,,Leysin,,,,,
<http://vocab.getty.edu/tgn/1064421>,Somvix,,,,,,,,,
<http://vocab.getty.edu/tgn/1064202>,Lucens,,,,,,,,,
<http://vocab.getty.edu/tgn/1042197>,Psikhikón,,,,,,,,,Psikhikón
<http://vocab.getty.edu/tgn/1064405>,Sertig-Dörfli,,,,,,,,,
<http://vocab.getty.edu/tgn/1041894>,Wyk,,,,,,,,,
<http://vocab.getty.edu/tgn/1064370>,San Gion,,,,,,,,,
<http://vocab.getty.edu/tgn/1064222>,Maloja,,,Maloja,,,,,,
<http://vocab.getty.edu/tgn/1064280>,Ollon,,,,Ollon,,,,,
<http://vocab.getty.edu/tgn/1064427>,Splügen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064195>,Leukerbad,,Leukerbad,,,,,,,
<http://vocab.getty.edu/tgn/1064049>,Ferret,,,,Ferret,,,,,
<http://vocab.getty.edu/tgn/1043005>,Shannon,,,,,,,,,
<http://vocab.getty.edu/tgn/1064316>,Randa,,Randa,,,,,,,
<http://vocab.getty.edu/tgn/1064151>,L'Isle,,,,,,,,,
<http://vocab.getty.edu/tgn/1064358>,Saint-Gingolph,,,,,,,,,
<http://vocab.getty.edu/tgn/1047998>,Nunspeet,,,,,,,,,
<http://vocab.getty.edu/tgn/1064221>,Maienfeld,,,,,,,,,
<http://vocab.getty.edu/tgn/1064357>,Saint-Cergue,,,,,,,,,
<http://vocab.getty.edu/tgn/1064179>,Le Châtelard,,,,,,,,,
<http://vocab.getty.edu/tgn/1041830>,Willich,,,,,,,,,
<http://vocab.getty.edu/tgn/1049976>,Vila Nova de Gaia,,,,,,,,,
<http://vocab.getty.edu/tgn/1064346>,Scanfs,,,,,,,,,
<http://vocab.getty.edu/tgn/1064397>,Sedrun,,,,,,,,,
<http://vocab.getty.edu/tgn/1064187>,Lenzerheide,,,,,,,,,
<http://vocab.getty.edu/tgn/1064087>,Grächen,,Grächen,,,,,,,
<http://vocab.getty.edu/tgn/1064368>,San Bernardino,,,San Bernardino,,,,,,
<http://vocab.getty.edu/tgn/1064285>,Oron-la-ville,,,,,,,,,
<http://vocab.getty.edu/tgn/1064424>,Sottens,,,,,,,,,
<http://vocab.getty.edu/tgn/1064371>,Sankt Antönien,,,,,,,,,
<http://vocab.getty.edu/tgn/1064364>,Sainte-Croix,,,,,,,,,
<http://vocab.getty.edu/tgn/1064045>,Evionnaz,,,,Evionnaz,,,,,
<http://vocab.getty.edu/tgn/1064367>,Samnaun,,,,,,,,,
<http://vocab.getty.edu/tgn/1064360>,Saint-Luc,,,,Saint-Luc,,,,,
<http://vocab.getty.edu/tgn/1041824>,Wildberg,,,,,,,,,
<http://vocab.getty.edu/tgn/1064337>,Rona,,,,,,,,,
<http://vocab.getty.edu/tgn/1064330>,Riederalp,,Riederalp,,,,,,,
<http://vocab.getty.edu/tgn/1064226>,Martinsbruck,,,,,,,,,
<http://vocab.getty.edu/tgn/7001867>,Canberra,,,,,,,,,
<http://vocab.getty.edu/tgn/7001378>,Be'er Shevaʻ,Beersheba,,,,,,,,
<http://vocab.getty.edu/tgn/7001164>,As Suways,Suez,,,,,,,,
<http://vocab.getty.edu/tgn/7001313>,Annaba,,,,,,,,,
<http://vocab.getty.edu/tgn/7001445>,Al Jīzah,Giza,,,,,,,,
<http://vocab.getty.edu/tgn/7002157>,Tehrān,Tehran,,,,,,,,
<http://vocab.getty.edu/tgn/7001315>,Qacentina,,,,,,,,,
<http://vocab.getty.edu/tgn/7001188>,Al Iskandarīyah,Alexandria,,Alessandria,Alexandrie,,,,Alejandría,
<http://vocab.getty.edu/tgn/7001528>,Chandīgarh,Chandīgarh,,,,,,,,
<http://vocab.getty.edu/tgn/7001362>,H̲efa,Haifa,,,,,,,,
<http://vocab.getty.edu/tgn/7001554>,Mesopotamia,Mesopotamia,,,Mésopotamie,,,,,
<http://vocab.getty.edu/tgn/7000576>,Lubumbashi,,,,,,,,,
<http://vocab.getty.edu/tgn/7000642>,Labdah,,,,,,,,,
<http://vocab.getty.edu/tgn/7001069>,"Hồ Chí Minh, Thành Phố",,,,,,,,,
<http://vocab.getty.edu/tgn/7000604>,Banghāzī,,,,,,,,,
<http://vocab.getty.edu/tgn/7001307>,Tbessa,,,,,,,,,
<http://vocab.getty.edu/tgn/7001314>,Algiers,Algiers,,,Alger,,,,,
<http://vocab.getty.edu/tgn/7001584>,Rabat,,,,,,,,,
<http://vocab.getty.edu/tgn/7001869>,Launceston,,,,,,,,,
<http://vocab.getty.edu/tgn/7001892>,Nanjing,,,,,,,,,
<http://vocab.getty.edu/tgn/7001619>,Khartoum,Khartoum,,,,,,,,
<http://vocab.getty.edu/tgn/7001117>,Dar es Salaam,,,,,,,,,
<http://vocab.getty.edu/tgn/7000512>,Wellington,Wellington,,,,,,,,
<http://vocab.getty.edu/tgn/7001328>,Timgad,,,,,,,,,
<http://vocab.getty.edu/tgn/7001298>,Kütahya,,,,,,,,,
<http://vocab.getty.edu/tgn/7000681>,Al Bāḩah,,,,,,,,,
<http://vocab.getty.edu/tgn/7001682>,Rwanda,Rwanda,,,Rwanda,,,Руанда,Rwanda,
<http://vocab.getty.edu/tgn/7001116>,Nairobi,,,,,,,,,
<http://vocab.getty.edu/tgn/7001449>,Idfū,Idfū,,,,,,,,
<http://vocab.getty.edu/tgn/7000970>,Tak,,,,,,,,,
<http://vocab.getty.edu/tgn/7001269>,Ṣaqqâra,,,,,,,,,
<http://vocab.getty.edu/tgn/7001297>,Thebes,Thebes,,,,,,,,
<http://vocab.getty.edu/tgn/7002081>,Jiangsu,,,,,,,,,
<http://vocab.getty.edu/tgn/7000680>,Ar Riyāḍ,,,,,,,,,
<http://vocab.getty.edu/tgn/7001016>,Tunis,,,,,,,,,
<http://vocab.getty.edu/tgn/7000679>,Makkah al Mukarramah,,,,,,,,,
<http://vocab.getty.edu/tgn/7001112>,Aswān,Aswan,,,,,,,,
<http://vocab.getty.edu/tgn/7002147>,Khūzestān,,,,,,,,,
<http://vocab.getty.edu/tgn/7001459>,Kuala Lumpur,,,,,,,,,
<http://vocab.getty.edu/tgn/7000811>,Cape Town,,,,,,,,,
<http://vocab.getty.edu/tgn/7001215>,Al Qāhirah,Cairo,Kairo,,Le Caire,,,,,
<http://vocab.getty.edu/tgn/7001049>,Lâm Đồng,,,,,,,,,
<http://vocab.getty.edu/tgn/7001093>,Corse,Corsica,,,,,,,,
<http://vocab.getty.edu/tgn/7000967>,Surat Thani,,,,,,,,,
<http://vocab.getty.edu/tgn/7001022>,Tunis,,,,,,,,,
<http://vocab.getty.edu/tgn/7001319>,Xizang,Tibet,,,,,,,,
<http://vocab.getty.edu/tgn/7001494>,Ahmadābād,Ahmadābād,,,,,,,,
<http://vocab.getty.edu/tgn/7001630>,Burundi,Burundi,Burundi,,Burundi,,,Бурунди,Burundi,
<http://vocab.getty.edu/tgn/7001410>,Naẕerat,Nazareth,,,,,,,,
<http://vocab.getty.edu/tgn/7001369>,Tel Aviv-Yafo,Tel Aviv-Jaffa,,,,,,,,
<http://vocab.getty.edu/tgn/7000623>,Ţarābulus,Tripoli,,,,,,,,
<http://vocab.getty.edu/tgn/7001070>,Hà Nội,,,,,,,,,
<http://vocab.getty.edu/tgn/7000493>,Fiji,Fiji,,,Fidji,,,Фиджи,Fiji,
<http://vocab.getty.edu/tgn/7001518>,Mumbai,,,,,,,,,
<http://vocab.getty.edu/tgn/7001446>,Al Karnak,Karnak,,,,,,,,
<http://vocab.getty.edu/tgn/7001560>,Lahore,Lahore,,,,,,,,
<http://vocab.getty.edu/tgn/7001504>,Bengalūru,Bangalore,,,,,,,,
<http://vocab.getty.edu/tgn/7000537>,Ibadan,,,,,,,,,
<http://vocab.getty.edu/tgn/7001534>,New Delhi,New Delhi,,,,,,,,
<http://vocab.getty.edu/tgn/7001923>,Sydney,,,,,,,,,
<http://vocab.getty.edu/tgn/7000567>,Bukavu,,,,,,,,,
<http://vocab.getty.edu/tgn/7000506>,Kano,,,,,,,,,
<http://vocab.getty.edu/tgn/7000801>,Durban,,,,,,,,,
<http://vocab.getty.edu/tgn/7002223>,Seoul,Seoul,,,,,,,,
<http://vocab.getty.edu/tgn/7002099>,Ahvāz,,,,,,,,,
<http://vocab.getty.edu/tgn/7000490>,Australia,Australia,Australien,,Australie,,,Австралия,Australia,
<http://vocab.getty.edu/tgn/7001512>,Pune,Pune,,,,,,,,
<http://vocab.getty.edu/tgn/7000606>,Al Jabal al Akhḑar,,,,,,,,,
<http://vocab.getty.edu/tgn/7001100>,Būr Saʻīd,Port Said,,,,,,,,
<http://vocab.getty.edu/tgn/7001933>,Melbourne,,,,,,,,,
<http://vocab.getty.edu/tgn/7000810>,Pretoria,,,,,,,,,
<http://vocab.getty.edu/tgn/7002186>,Qiqihar,,,,,,,,,
<http://vocab.getty.edu/tgn/7001179>,Berrouaghia,,,,,,,,,
<http://vocab.getty.edu/tgn/7000690>,Al Manāmah,,,,,,,,,
<http://vocab.getty.edu/tgn/7001874>,Lhasa,,,,,,,,,
<http://vocab.getty.edu/tgn/7002205>,Takht-e Jamshīd,,,,,,,,,
<http://vocab.getty.edu/tgn/7001246>,Oran,,,,,,,,,
<http://vocab.getty.edu/tgn/7000809>,Johannesburg,,,,,,,,,
<http://vocab.getty.edu/tgn/7001828>,New South Wales,,,,,,,,,
<http://vocab.getty.edu/tgn/7000489>,Ityop'iya,Ethiopia,,,Éthiopie,,,Эфиопия,Etiopía,
<http://vocab.getty.edu/tgn/7001904>,Adelaide,,,,,,,,,
<http://vocab.getty.edu/tgn/7000983>,Krung Thep,Bangkok,,,,,,,,
<http://vocab.getty.edu/tgn/7001282>,Fārs,,,,,,,,,
<http://vocab.getty.edu/tgn/7000684>,Ash Sharqīyah,,,,,,,,,
<http://vocab.getty.edu/tgn/7001831>,South Australia,,,,,,,,,
<http://vocab.getty.edu/tgn/7001325>,Seoul,,,,,,,,,
<http://vocab.getty.edu/tgn/7000485>,Ādīs Ābeba,,,,,,,,,
<http://vocab.getty.edu/tgn/7002004>,Tehrān,,,,,,,,,
<http://vocab.getty.edu/tgn/7001388>,Bayt Laẖm,Bethlehem,,,,,,,,
<http://vocab.getty.edu/tgn/7001992>,Tasmania,,,,,,,,,
<http://vocab.getty.edu/tgn/7000583>,Maritime,,,,,,,,,
<http://vocab.getty.edu/tgn/7001171>,Sūhāj,,,,,,,,,
<http://vocab.getty.edu/tgn/7001063>,Hồ Chí Minh,,,,,,,,,
<http://vocab.getty.edu/tgn/7000630>,Ṭarābulus,Tripoli,,,,,,,,
<http://vocab.getty.edu/tgn/7001371>,Yerushalayim,Jerusalem,,,,,,,,
<http://vocab.getty.edu/tgn/7000491>,Ouagadougou,,,,,,,,,
<http://vocab.getty.edu/tgn/1093607>,Sasolburg,,,,,,,,,
<http://vocab.getty.edu/tgn/1095943>,Kasama,,,,,,,,,
<http://vocab.getty.edu/tgn/1064536>,Worb,,,,,,,,,
<http://vocab.getty.edu/tgn/1079563>,Migdal,,,,,,,,,
<http://vocab.getty.edu/tgn/1079580>,Netanya,,,,,,,,,
<http://vocab.getty.edu/tgn/1097817>,North Sydney,,,,,,,,,
<http://vocab.getty.edu/tgn/1087560>,Skikda,,,,,,,,,
<http://vocab.getty.edu/tgn/1064500>,Vouvry,,,,Vouvry,,,,,
<http://vocab.getty.edu/tgn/1099056>,Masterton,Masterton,,,,,,,,
<http://vocab.getty.edu/tgn/1081126>,Osaka,,,,,,,,,
<http://vocab.getty.edu/tgn/1099864>,Paulinzella,,,,,,,,,
<http://vocab.getty.edu/tgn/1091399>,Khouribga,,,,,,,,,
<http://vocab.getty.edu/tgn/1092230>,Onitsha,,,,,,,,,
<http://vocab.getty.edu/tgn/1064440>,Sumiswald,,,,,,,,,
<http://vocab.getty.edu/tgn/1075269>,Fatehpur Sīkri,Fatehpur Sīkri,,,,,,,,
<http://vocab.getty.edu/tgn/1064475>,Utzenstorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1085819>,Çumra,,,,,,,,,
<http://vocab.getty.edu/tgn/1064445>,Tavanasa,,,,,,,,,
<http://vocab.getty.edu/tgn/1092156>,Makurdi,,,,,,,,,
<http://vocab.getty.edu/tgn/1064470>,Unterseen,,,,,,,,,
<http://vocab.getty.edu/tgn/1087375>,Batna,,,,,,,,,
<http://vocab.getty.edu/tgn/1064457>,Tramelan,,,,,,,,,
<http://vocab.getty.edu/tgn/1094763>,Mtwara,,,,,,,,,
<http://vocab.getty.edu/tgn/1085386>,T'ai-tung,,,,,,,,,
<http://vocab.getty.edu/tgn/1080374>,Kamakura,,,,,,,,,
<http://vocab.getty.edu/tgn/1064554>,Zweisimmen,,,,,,,,,
<http://vocab.getty.edu/tgn/1087533>,Oum El Bouagui,,,,,,,,,
<http://vocab.getty.edu/tgn/1098421>,Wahroonga,,,,,,,,,
<http://vocab.getty.edu/tgn/1064443>,Täuffelen,,,,,,,,,
<http://vocab.getty.edu/tgn/1090602>,Monrovia,,,,,,,,,
<http://vocab.getty.edu/tgn/1095735>,Tall Banī 'Umr401an,,,,,,,,,
<http://vocab.getty.edu/tgn/1064501>,Vrin,,,,,,,,,
<http://vocab.getty.edu/tgn/1064450>,Thal,,,,,,,,,
<http://vocab.getty.edu/tgn/1064447>,Tenigerbad,,,,,,,,,
<http://vocab.getty.edu/tgn/1082418>,Al-Jahrah,,,,,,,,,
<http://vocab.getty.edu/tgn/1064502>,Vuiteboeuf,,,,,,,,,
<http://vocab.getty.edu/tgn/1088176>,Buea,,,,,,,,,
<http://vocab.getty.edu/tgn/1064537>,Wynigen,,,,,,,,,
<http://vocab.getty.edu/tgn/1064455>,Tiefencastel,,Tiefencastel,,,,,,,
<http://vocab.getty.edu/tgn/1064442>,Susch,,,,,,,,,
<http://vocab.getty.edu/tgn/1064515>,Wattenwil,,,,,,,,,
<http://vocab.getty.edu/tgn/1098049>,Renmark,,,,,,,,,
<http://vocab.getty.edu/tgn/1084455>,Medellin,,,,,,,,,
<http://vocab.getty.edu/tgn/1064513>,Wasen,,,,,,,,,
<http://vocab.getty.edu/tgn/1087100>,Đà Lạt,,,,,,,,,
<http://vocab.getty.edu/tgn/1064530>,Wimmis,,,,,,,,,
<http://vocab.getty.edu/tgn/1094890>,Lomé,,,,,,,,,
<http://vocab.getty.edu/tgn/1064446>,Tavannes,,,,,,,,,
<http://vocab.getty.edu/tgn/1094702>,Mahuta,,,,,,,,,
<http://vocab.getty.edu/tgn/1096503>,Carlingford,,,,,,,,,
<http://vocab.getty.edu/tgn/1064465>,Turtmann,,Turtmann,,,,,,,
<http://vocab.getty.edu/tgn/1094950>,Jendouba,,,,,,,,,
<http://vocab.getty.edu/tgn/1092927>,Brits,,,,,,,,,
<http://vocab.getty.edu/tgn/1064462>,Trun,,,,,,,,,
<http://vocab.getty.edu/tgn/1096210>,Bay View,Bay View,,,,,,,,
<http://vocab.getty.edu/tgn/1079401>,An-Najaf,,,,,,,,,
<http://vocab.getty.edu/tgn/1076913>,Sevagram,,,,,,,,,
<http://vocab.getty.edu/tgn/1064543>,Zernez,,,,,,,,,
<http://vocab.getty.edu/tgn/1064481>,Vallorbe,,,,,,,,,
<http://vocab.getty.edu/tgn/1064525>,Wiesen,,,,,,,,,
<http://vocab.getty.edu/tgn/1075845>,Kharagpur,Kharagpur,,,,,,,,
<http://vocab.getty.edu/tgn/1064468>,Unterbäch,,,,,,,,,
<http://vocab.getty.edu/tgn/1064460>,Trin,,,,,,,,,
<http://vocab.getty.edu/tgn/1064542>,Zermatt,,Zermatt,,,,,,,
<http://vocab.getty.edu/tgn/1064521>,Wengen,,,,,,,,,
<http://vocab.getty.edu/tgn/1091325>,Rose Hill,,,,,,,,,
<http://vocab.getty.edu/tgn/1084998>,Shibām,,,,,,,,,
<http://vocab.getty.edu/tgn/1064444>,Tarasp,,,,,,,,,
<http://vocab.getty.edu/tgn/1064492>,Villars-sur-Ollon,,,,Villars-sur-Ollon,,,,,
<http://vocab.getty.edu/tgn/1064546>,Zizers,,,,,,,,,
<http://vocab.getty.edu/tgn/1079247>,Qazvīn,,,,,,,,,
<http://vocab.getty.edu/tgn/1064482>,Vals Platz,,,,,,,,,
<http://vocab.getty.edu/tgn/1064545>,Zinal,,,,Zinal,,,,,
<http://vocab.getty.edu/tgn/1064498>,Vissoie,,,,Vissoie,,,,,
<http://vocab.getty.edu/tgn/1064539>,Yvonand,,,,,,,,,
<http://vocab.getty.edu/tgn/1090632>,Al Bayḍā',,,,,,,,,
<http://vocab.getty.edu/tgn/1091321>,Curepipe,,,,,,,,,
<http://vocab.getty.edu/tgn/1088128>,Bujumbura,,,,,,,,,
<http://vocab.getty.edu/tgn/1064490>,Vex,,,,Vex,,,,,
<http://vocab.getty.edu/tgn/1064548>,Zollikofen,,,,,,,,,
<http://vocab.getty.edu/tgn/1095117>,Ḥulwān,,,,,,,,,
<http://vocab.getty.edu/tgn/1080304>,Izumo,,,,,,,,,
<http://vocab.getty.edu/tgn/1064524>,Wiedlisbach,,,,,,,,,
<http://vocab.getty.edu/tgn/1093541>,Queenstown,,,,,,,,,
<http://vocab.getty.edu/tgn/1064463>,Tschamut,,,,,,,,,
<http://vocab.getty.edu/tgn/1064484>,Verbier,,,,Verbier,,,,,
<http://vocab.getty.edu/tgn/1064456>,Trachselwald,,,,,,,,,
<http://vocab.getty.edu/tgn/1064480>,Valbella,,,,,,,,,
<http://vocab.getty.edu/tgn/1094589>,Ifakara,,,,,,,,,
<http://vocab.getty.edu/tgn/1096839>,Elwood,,,,,,,,,
<http://vocab.getty.edu/tgn/1064486>,Vernayaz,,,,Vernayaz,,,,,
<http://vocab.getty.edu/tgn/1078997>,Bam,,,,,,,,,
<http://vocab.getty.edu/tgn/1094904>,Aryánah,,,,,,,,,
<http://vocab.getty.edu/tgn/1064491>,Vicosoprano,,,Vicosoprano,,,,,,
<http://vocab.getty.edu/tgn/1064519>,Weissenburg,,,,,,,,,
<http://vocab.getty.edu/tgn/1090300>,Abidjan,,,,,,,,,
<http://vocab.getty.edu/tgn/1097239>,Kensington,,,,,,,,,
<http://vocab.getty.edu/tgn/1064495>,Vinadi,,,,,,,,,
<http://vocab.getty.edu/tgn/1094682>,Lindi,,,,,,,,,
<http://vocab.getty.edu/tgn/1064454>,Thusis,,Thusis,,,,,,,
<http://vocab.getty.edu/tgn/7005865>,Campione d'Italia,,,,,,,,,
<http://vocab.getty.edu/tgn/7006526>,Chianciano Terme,,,,,,,,,
<http://vocab.getty.edu/tgn/7005869>,Cremona,,,,,,,,,
<http://vocab.getty.edu/tgn/7005903>,Milano,Milan,,,,,,,,
<http://vocab.getty.edu/tgn/7006043>,Luino,,,,,,,,,
<http://vocab.getty.edu/tgn/7006205>,Pietrasanta,,,,,,,,,
<http://vocab.getty.edu/tgn/7006804>,Delft,,,,,,,,,
<http://vocab.getty.edu/tgn/7006322>,Pienza,,,,,,,,,
<http://vocab.getty.edu/tgn/7005952>,Alpirsbach,,,,,,,,,
<http://vocab.getty.edu/tgn/7006719>,Ponza,,,,,,,,,
<http://vocab.getty.edu/tgn/7006026>,Pavia,,,,,,,,,
<http://vocab.getty.edu/tgn/7006074>,Livorno,,,,,,,,,
<http://vocab.getty.edu/tgn/7006661>,O'zbekiston,Uzbekistan,,,Ouzbékistan,,,Узбекистан,Uzbekistán,
<http://vocab.getty.edu/tgn/7006542>,Lietuva,Lithuania,,,Lituanie,,,Литва,Lituania,
<http://vocab.getty.edu/tgn/7006116>,Caprese Michelangelo,,,,,,,,,
<http://vocab.getty.edu/tgn/7006538>,Kaunas,,,,,,,,,
<http://vocab.getty.edu/tgn/7006793>,Maassluis,,,,,,,,,
<http://vocab.getty.edu/tgn/7006862>,Maastricht,,,,,,,,,
<http://vocab.getty.edu/tgn/7006028>,Vigevano,,,,,,,,,
<http://vocab.getty.edu/tgn/7005864>,Lecco,,,,,,,,,
<http://vocab.getty.edu/tgn/7006041>,Varese,,,,,,,,,
<http://vocab.getty.edu/tgn/7005879>,Mantova,Mantua,,,,,,,,
<http://vocab.getty.edu/tgn/7006077>,Carrara,,,,,,,,,
<http://vocab.getty.edu/tgn/7006790>,Acquapendente,,,,,,,,,
<http://vocab.getty.edu/tgn/7006465>,Bratislava,,,,,,,,,
<http://vocab.getty.edu/tgn/7006663>,Hrvatska,Croatia,Kroatien,,Croatie,,,Хорватия,Croacia,
<http://vocab.getty.edu/tgn/7006827>,Breda,,,,,,,,,
<http://vocab.getty.edu/tgn/7006697>,Cassino,,,,,,,,,
<http://vocab.getty.edu/tgn/7006191>,Castiglioncello,,,,,,,,,
<http://vocab.getty.edu/tgn/7006872>,Culemborg,,,,,,,,,
<http://vocab.getty.edu/tgn/7006911>,Doorn,,,,,,,,,
<http://vocab.getty.edu/tgn/7006670>,Slovenija,Slovenia,,,Slovénie,,,Словения,Eslovenia,
<http://vocab.getty.edu/tgn/7006854>,Anacapri,,,,,,,,,
<http://vocab.getty.edu/tgn/7006484>,Rīga,,,,,,,,,
<http://vocab.getty.edu/tgn/7006085>,Ingelheim,,,,,,,,,
<http://vocab.getty.edu/tgn/7006925>,Slavkov u Brna,,,,,,,,,
<http://vocab.getty.edu/tgn/7006032>,Sondrio,,,,,,,,,
<http://vocab.getty.edu/tgn/7006161>,Prato,,,,,,,,,
