Concept,Label,@en,@de,@it,@fr,@hu,@ca,@ru,@es,@el-latn
<http://vocab.getty.edu/tgn/8706569>,Bruch,,"""Bruch""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706421>,Broye-Vully,,,,"""Broye-Vully""@fr",,,,,
<http://vocab.getty.edu/tgn/8706559>,Les Ciernes Perra,,,,"""Les Ciernes Perra""@fr",,,,,
<http://vocab.getty.edu/tgn/8706175>,Le Ruisseau,,,,"""Le Ruisseau""@fr",,,,,
<http://vocab.getty.edu/tgn/8706419>,Biel/Bienne,,,,"""Biel/Bienne""@fr",,,,,
<http://vocab.getty.edu/tgn/8706538>,Grange des Bois,,,,"""Grange des Bois""@fr",,,,,
<http://vocab.getty.edu/tgn/8706409>,Mittlist Ei,,,,,,,,,
<http://vocab.getty.edu/tgn/8706153>,Äbunacher,,"""Äbunacher""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706150>,La Marnèche,,,,"""La Marnèche""@fr",,,,,
<http://vocab.getty.edu/tgn/8706166>,Au Pré à la Grise,,,,"""Au Pré à la Grise""@fr",,,,,
<http://vocab.getty.edu/tgn/8706516>,Les Champs,,,,"""Les Champs""@fr",,,,,
<http://vocab.getty.edu/tgn/8706398>,Stäfeli,,,,,,,,,
<http://vocab.getty.edu/tgn/8706418>,Oberaargau,,"""Oberaargau""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706148>,Le Rochasset,,,,"""Le Rochasset""@fr",,,,,
<http://vocab.getty.edu/tgn/8706085>,Veyrier,,,,"""Veyrier""@fr",,,,,
<http://vocab.getty.edu/tgn/8706392>,Walmattli,,,,,,,,,
<http://vocab.getty.edu/tgn/8706109>,Albenried,,"""Albenried""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706416>,Seeland,,,,"""Seeland""@fr",,,,,
<http://vocab.getty.edu/tgn/8706479>,Birch,,"""Birch""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706529>,Gschwänd,,"""Gschwänd""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706510>,Bois d'Ely,,,,"""Bois d'Ely""@fr",,,,,
<http://vocab.getty.edu/tgn/8706139>,Courtavey,,,,"""Courtavey""@fr",,,,,
<http://vocab.getty.edu/tgn/8706146>,La Pièce,,,,"""La Pièce""@fr",,,,,
<http://vocab.getty.edu/tgn/8706420>,Berner Jura,,"""Berner Jura""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706522>,Ayerne,,,,"""Ayerne""@fr",,,,,
<http://vocab.getty.edu/tgn/8706427>,Gros-de-Vaud,,,,"""Gros-de-Vaud""@fr",,,,,
<http://vocab.getty.edu/tgn/8706536>,Gschwänd,,"""Gschwänd""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706511>,La Ville,,,,"""La Ville""@fr",,,,,
<http://vocab.getty.edu/tgn/8706564>,Halte,,"""Halte""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706075>,Frutigen-Niedersimmental,,"""Frutigen-Niedersimmental""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706435>,Conthey,,,,"""Conthey""@fr",,,,,
<http://vocab.getty.edu/tgn/8706161>,Chrizacher,,"""Chrizacher""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706079>,Vicques,,,,,,,,,
<http://vocab.getty.edu/tgn/8706198>,Bine,,"""Bine""@de",,,,,,,
<http://vocab.getty.edu/tgn/1002828>,Riverside,,,,,,,,,
<http://vocab.getty.edu/tgn/1002866>,Sangamon,,,,,,,,,
<http://vocab.getty.edu/tgn/1003262>,Stuttgart,,,,,,,,,
<http://vocab.getty.edu/tgn/1003030>,Winnebago,,,,,,,,,
<http://vocab.getty.edu/tgn/1002666>,Middlesex,,,,,,,,,
<http://vocab.getty.edu/tgn/1002684>,Monterey,,,,,,,,,
<http://vocab.getty.edu/tgn/1002708>,Nassau,,,,,,,,,
<http://vocab.getty.edu/tgn/1002531>,Kane,,,,,,,,,
<http://vocab.getty.edu/tgn/1002917>,Stark,,,,,,,,,
<http://vocab.getty.edu/tgn/1002681>,Monroe,,,,,,,,,
<http://vocab.getty.edu/tgn/1002821>,Rensselaer,,,,,,,,,
<http://vocab.getty.edu/tgn/1002665>,Middlesex,,,,,,,,,
<http://vocab.getty.edu/tgn/1002737>,Oakland,,,,,,,,,
<http://vocab.getty.edu/tgn/1004370>,Don Mills,,,,,,,,,
<http://vocab.getty.edu/tgn/1002928>,Summit,,,,,,,,,
<http://vocab.getty.edu/tgn/1002633>,Marion,,,,,,,,,
<http://vocab.getty.edu/tgn/1002867>,Santa Barbara,,,,,,,,,
<http://vocab.getty.edu/tgn/1004346>,Dahlem,,,,,,,,,
<http://vocab.getty.edu/tgn/1002859>,San Francisco,,,,,,,,,
<http://vocab.getty.edu/tgn/1002672>,Milwaukee,,,,,,,,,
<http://vocab.getty.edu/tgn/1002718>,Niagara,,,,,,,,,
<http://vocab.getty.edu/tgn/1002359>,Essex,,,,,,,,,
<http://vocab.getty.edu/tgn/1002360>,Essex,,,,,,,,,
<http://vocab.getty.edu/tgn/1002746>,Onondaga,,,,,,,,,
<http://vocab.getty.edu/tgn/1003018>,Westmoreland,,,,,,,,,
<http://vocab.getty.edu/tgn/1002470>,Henry,,,,,,,,,
<http://vocab.getty.edu/tgn/1002366>,Fairfield,,,,,,,,,
<http://vocab.getty.edu/tgn/1002678>,Monroe,,,,,,,,,
<http://vocab.getty.edu/tgn/1003909>,Abbey Wood,,,,,,,,,
<http://vocab.getty.edu/tgn/1002690>,Montgomery,,,,,,,,,
<http://vocab.getty.edu/tgn/1002789>,Pike,,,,,,,,,
<http://vocab.getty.edu/tgn/1002689>,Montgomery,,,,,,,,,
<http://vocab.getty.edu/tgn/1002515>,Jefferson,,,,,,,,,
<http://vocab.getty.edu/tgn/1002872>,Schenectady,,,,,,,,,
<http://vocab.getty.edu/tgn/1002939>,Tarrant,,,,,,,,,
<http://vocab.getty.edu/tgn/1002748>,Orange,,,,,,,,,
<http://vocab.getty.edu/tgn/1002664>,Middlesex,,,,,,,,,
<http://vocab.getty.edu/tgn/1002613>,Lycoming,,,,,,,,,
<http://vocab.getty.edu/tgn/1002547>,King George,,,,,,,,,
<http://vocab.getty.edu/tgn/1002999>,Washoe,,,,,,,,,
<http://vocab.getty.edu/tgn/1002797>,Portage,,,,,,,,,
<http://vocab.getty.edu/tgn/1002972>,Ventura,,,,,,,,,
<http://vocab.getty.edu/tgn/1002331>,Denton,,,,,,,,,
<http://vocab.getty.edu/tgn/1002815>,Racine,,,,,,,,,
<http://vocab.getty.edu/tgn/1004106>,Biesdorf,,,,,,,,,
<http://vocab.getty.edu/tgn/1002946>,Tippecanoe,,,,,,,,,
<http://vocab.getty.edu/tgn/1002608>,Los Angeles,,,,,,,,,
<http://vocab.getty.edu/tgn/1003002>,Waukesha,,,,,,,,,
<http://vocab.getty.edu/tgn/1002596>,Licking,,,,,,,,,
<http://vocab.getty.edu/tgn/1002913>,Stafford,,,,,,,,,
<http://vocab.getty.edu/tgn/1002657>,Mercer,,,,,,,,,
<http://vocab.getty.edu/tgn/1002315>,Dallas,,,,,,,,,
<http://vocab.getty.edu/tgn/1002858>,San Diego,,,,,,,,,
<http://vocab.getty.edu/tgn/1002961>,Ulster,,,,,,,,,
<http://vocab.getty.edu/tgn/1002724>,Norfolk,,,,,,,,,
<http://vocab.getty.edu/tgn/1002823>,Richland,,,,,,,,,
<http://vocab.getty.edu/tgn/1002461>,Hartford,,,,,,,,,
<http://vocab.getty.edu/tgn/1002424>,Greene,,,,,,,,,
<http://vocab.getty.edu/tgn/1002987>,Warren,,,,,,,,,
<http://vocab.getty.edu/tgn/1003000>,Washtenaw,,,,,,,,,
<http://vocab.getty.edu/tgn/1002923>,Suffolk,,,,,,,,,
<http://vocab.getty.edu/tgn/1002903>,Somerset,,,,,,,,,
<http://vocab.getty.edu/tgn/1002314>,Miami-Dade,,,,,,,,,
<http://vocab.getty.edu/tgn/1002496>,Huntington,,,,,,,,,
<http://vocab.getty.edu/tgn/1002712>,New Haven,,,,,,,,,
<http://vocab.getty.edu/tgn/1003916>,Adlershof,,,,,,,,,
<http://vocab.getty.edu/tgn/1002751>,Orange,,,,,,,,,
<http://vocab.getty.edu/tgn/1003038>,Worcester,,,,,,,,,
<http://vocab.getty.edu/tgn/1002550>,Kings,,,,,,,,,
<http://vocab.getty.edu/tgn/1002313>,Cuyahoga,,,,,,,,,
<http://vocab.getty.edu/tgn/1003005>,Wayne,,,,,,,,,
<http://vocab.getty.edu/tgn/1003017>,Westmoreland,,,,,,,,,
<http://vocab.getty.edu/tgn/1002483>,Honolulu,,,,,,,,,
<http://vocab.getty.edu/tgn/1002479>,Hillsborough,,,,,,,,,
<http://vocab.getty.edu/tgn/1002924>,Suffolk,,,,,,,,,
<http://vocab.getty.edu/tgn/1002386>,Franklin,,,,,,,,,
<http://vocab.getty.edu/tgn/1002344>,Dukes,,,,,,,,,
<http://vocab.getty.edu/tgn/1002353>,Elkhart,,,,,,,,,
<http://vocab.getty.edu/tgn/1002782>,Philadelphia,,,,,,,,,
<http://vocab.getty.edu/tgn/1002870>,Sarasota,,,,,,,,,
<http://vocab.getty.edu/tgn/1002516>,Jefferson,,,,,,,,,
<http://vocab.getty.edu/tgn/1002601>,Litchfield,,,,,,,,,
<http://vocab.getty.edu/tgn/1002676>,Monroe,,,,,,,,,
<http://vocab.getty.edu/tgn/1002356>,Erie,,,,,,,,,
<http://vocab.getty.edu/tgn/1002347>,Dutchess,,,,,,,,,
<http://vocab.getty.edu/tgn/1002441>,Hamilton,,,,,,,,,
<http://vocab.getty.edu/tgn/1002566>,Lake,,,,,,,,,
<http://vocab.getty.edu/tgn/1002330>,Delaware,,,,,,,,,
<http://vocab.getty.edu/tgn/1002952>,Travis,,,,,,,,,
<http://vocab.getty.edu/tgn/1002611>,Lucas,,,,,,,,,
<http://vocab.getty.edu/tgn/1003981>,Aravaca,,,,,,,,,
<http://vocab.getty.edu/tgn/1002682>,Monroe,,,,,,,,,
<http://vocab.getty.edu/tgn/1002985>,Warren,,,,,,,,,
<http://vocab.getty.edu/tgn/1002561>,La Porte,,,,,,,,,
<http://vocab.getty.edu/tgn/1002456>,Harris,,,,,,,,,
<http://vocab.getty.edu/tgn/1002950>,Tompkins,,,,,,,,,
<http://vocab.getty.edu/tgn/1002699>,Multnomah,,,,,,,,,
<http://vocab.getty.edu/tgn/1002316>,Dane,,,,,,,,,
<http://vocab.getty.edu/tgn/1002775>,Passaic,,,,,,,,,
<http://vocab.getty.edu/tgn/1002421>,Green,,,,,,,,,
<http://vocab.getty.edu/tgn/7593679>,Meknès-Tafilalet,,,,,,,,,
<http://vocab.getty.edu/tgn/7194064>,Feldberg,,,,,,,,,
<http://vocab.getty.edu/tgn/7196335>,Deutschenbora,,,,,,,,,
<http://vocab.getty.edu/tgn/7207792>,Burbach,,,,,,,,,
<http://vocab.getty.edu/tgn/7593786>,Nairobi City,,,,,,,,,
<http://vocab.getty.edu/tgn/7202349>,Brake,,,,,,,,,
<http://vocab.getty.edu/tgn/7593303>,Ciudad Autónoma de Buenos Aires,,,,,,,,,
<http://vocab.getty.edu/tgn/7539982>,Memphis,"""Memphis""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7186146>,Germering,,,,,,,,,
<http://vocab.getty.edu/tgn/7214450>,Beutelsbach,,,,,,,,,
<http://vocab.getty.edu/tgn/7187820>,Erlenbach am Main,,,,,,,,,
<http://vocab.getty.edu/tgn/7254625>,Seilles,,,,,,,,,
<http://vocab.getty.edu/tgn/7436633>,Cuautitlán Izcalli,,,,,,,,,
<http://vocab.getty.edu/tgn/7188996>,Eppstein,,,,,,,,,
<http://vocab.getty.edu/tgn/7198905>,Eberbach,,,,,,,,,
<http://vocab.getty.edu/tgn/7189887>,Ennetach,,,,,,,,,
<http://vocab.getty.edu/tgn/7203950>,Brühl,,,,,,,,,
<http://vocab.getty.edu/tgn/7593680>,El Oued,,,,,,,,,
<http://vocab.getty.edu/tgn/7213078>,Bischweier,,,,,,,,,
<http://vocab.getty.edu/tgn/7205587>,Bühl,,,,,,,,,
<http://vocab.getty.edu/tgn/7189834>,Eschdorf,,,,,,,,,
<http://vocab.getty.edu/tgn/7213145>,Biebrich,,,,,,,,,
<http://vocab.getty.edu/tgn/7369584>,Kabah,,,,,,,,,
<http://vocab.getty.edu/tgn/7215218>,Bogenhausen,,,,,,,,,
<http://vocab.getty.edu/tgn/7555639>,Nāngal Township,"""Nāngal Township""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7544554>,Alt-Treptow,,"""Alt-Treptow""@de",,,,,,,
<http://vocab.getty.edu/tgn/7193431>,Feldrennach,,,,,,,,,
<http://vocab.getty.edu/tgn/7594426>,Al ‘Āşimah,,,,,,,,,
<http://vocab.getty.edu/tgn/7207811>,Buoch,,,,,,,,,
<http://vocab.getty.edu/tgn/7188957>,Erbenheim,,,,,,,,,
<http://vocab.getty.edu/tgn/7182335>,Gammelshausen,,,,,,,,,
<http://vocab.getty.edu/tgn/7205136>,Buir,,,,,,,,,
<http://vocab.getty.edu/tgn/7266821>,Hillegersberg,,,,,,,,,
<http://vocab.getty.edu/tgn/7206312>,Dahlen,,,,,,,,,
<http://vocab.getty.edu/tgn/7571315>,Kalyani,"""Kalyani""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7593684>,Rabat-Salé-Zemmour-Zaër,,,,,,,,,
<http://vocab.getty.edu/tgn/7271352>,Schiphol,,,,,,,,,
<http://vocab.getty.edu/tgn/7255544>,Ronchamps,,,,,,,,,
<http://vocab.getty.edu/tgn/7194885>,Dornburg,,,,,,,,,
<http://vocab.getty.edu/tgn/7187928>,Endingen,,,,,,,,,
<http://vocab.getty.edu/tgn/7181303>,Fronhausen,,,,,,,,,
<http://vocab.getty.edu/tgn/7185388>,Görden,,,,,,,,,
<http://vocab.getty.edu/tgn/7355525>,Cepas,,,,,,,,,
<http://vocab.getty.edu/tgn/7593673>,"Fès-Boulemane, Région de",,,,,,,,,
<http://vocab.getty.edu/tgn/7202286>,Breitenbrunn,,,,,,,,,
<http://vocab.getty.edu/tgn/7593167>,Attica,"""Attica""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7528226>,Al Uqşur,,,,,,,,,
<http://vocab.getty.edu/tgn/7188215>,Etterzhausen,,,,,,,,,
<http://vocab.getty.edu/tgn/7189932>,Schloß Elmau,,,,,,,,,
<http://vocab.getty.edu/tgn/7594692>,Ādīs Ābeba,,,,,,,,,
<http://vocab.getty.edu/tgn/7594682>,Wilanów,,,,,,,,,
<http://vocab.getty.edu/tgn/7188467>,Esseratsweiler,,,,,,,,,
<http://vocab.getty.edu/tgn/7593686>,Souss-Massa-Drâa,,,,,,,,,
<http://vocab.getty.edu/tgn/7181442>,Landkreis Garmisch-Partenkirchen,,,,,,,,,
<http://vocab.getty.edu/tgn/7205722>,Charlottenburg,,,,,,,,,
<http://vocab.getty.edu/tgn/7544518>,Saint Maurice,,,,"""Saint Maurice""@fr",,,,,
<http://vocab.getty.edu/tgn/7181586>,Geislingen,,,,,,,,,
<http://vocab.getty.edu/tgn/7593652>,Grand Casablanca,,,,,,,,,
<http://vocab.getty.edu/tgn/7522622>,Ar Riqqah,"""Ar Riqqah""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7271281>,Scheveningen,,,,,,,,,
<http://vocab.getty.edu/tgn/7457344>,Peover Superior,"""Peover Superior""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7274847>,Sitio Conte,,,,,,,,,
<http://vocab.getty.edu/tgn/7207953>,Busenbach,,,,,,,,,
<http://vocab.getty.edu/tgn/7330148>,Hospitalet,,,,,,,,,
<http://vocab.getty.edu/tgn/7207769>,Büren,,,,,,,,,
<http://vocab.getty.edu/tgn/7265219>,Kijkduin,,,,,,,,,
<http://vocab.getty.edu/tgn/7208075>,Buchenbach,,,,,,,,,
<http://vocab.getty.edu/tgn/7326057>,Puente Viesgo,,,,,,,,,
<http://vocab.getty.edu/tgn/7269140>,Prins Alexanderpolder,,,,,,,,,
<http://vocab.getty.edu/tgn/7260556>,Delfshaven,,,,,,,,,
<http://vocab.getty.edu/tgn/7196982>,Dessau,,,,,,,,,
<http://vocab.getty.edu/tgn/7196309>,Deutz,,,,,,,,,
<http://vocab.getty.edu/tgn/7185396>,Görbersdorf,,,,,,,,,
<http://vocab.getty.edu/tgn/7214703>,Beuel,,,,,,,,,
<http://vocab.getty.edu/tgn/7293930>,Vigo,,,,,,,,,
<http://vocab.getty.edu/tgn/7211665>,Bahrenfeld,,,,,,,,,
<http://vocab.getty.edu/tgn/7593667>,Chaouia-Ouardigha,,,,,,,,,
<http://vocab.getty.edu/tgn/7204329>,Branitz,,,,,,,,,
<http://vocab.getty.edu/tgn/7195728>,Degerloch,,,,,,,,,
<http://vocab.getty.edu/tgn/7544524>,Mitte,,"""Mitte""@de",,,,,,,
<http://vocab.getty.edu/tgn/7491221>,Taidong,,,,,,,,,
<http://vocab.getty.edu/tgn/7231869>,Mália,,,,,,,,,"""Mália""@el-latn"
<http://vocab.getty.edu/tgn/7445336>,Waverley Abbey,"""Waverley Abbey""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7186049>,Golmsdorf,,,,,,,,,
<http://vocab.getty.edu/tgn/7593183>,Arctic,"""Arctic""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7593672>,Doukkala-Abda,,,,,,,,,
<http://vocab.getty.edu/tgn/7594565>,Bujumbura Mairie,,,,,,,,,
<http://vocab.getty.edu/tgn/7209677>,Bernau,,,,,,,,,
<http://vocab.getty.edu/tgn/7403233>,Yucatán,,,,,,,,,
<http://vocab.getty.edu/tgn/7215138>,Bettenhausen,,,,,,,,,
<http://vocab.getty.edu/tgn/7204021>,Brenz,,,,,,,,,
<http://vocab.getty.edu/tgn/7189952>,Ellwangen,,,,,,,,,
<http://vocab.getty.edu/tgn/7593705>,Tipaza,,,,,,,,,
<http://vocab.getty.edu/tgn/7185743>,Grainau,,,,,,,,,
<http://vocab.getty.edu/tgn/8707198>,Briannen,,"""Briannen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707495>,Bremgarten,,"""Bremgarten""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707267>,La Ferme,,,,"""La Ferme""@fr",,,,,
<http://vocab.getty.edu/tgn/8707227>,Les Buges,,,,"""Les Buges""@fr",,,,,
<http://vocab.getty.edu/tgn/8707484>,Wissibach,,,,,,,,,
<http://vocab.getty.edu/tgn/8706801>,Uerkheim,,,,,,,,,
<http://vocab.getty.edu/tgn/8706802>,Uerikon,,"""Uerikon""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706763>,Unter Wissiflüeli,,,,,,,,,
<http://vocab.getty.edu/tgn/8706915>,Inderi Ey,,"""Inderi Ey""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706886>,Le Creux,,,,"""Le Creux""@fr",,,,,
<http://vocab.getty.edu/tgn/8707143>,Albula,,"""Albula""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707116>,Grummelen,,,,,,,,,
<http://vocab.getty.edu/tgn/8707155>,Schwyz,,"""Schwyz""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706917>,Meielsgrund,,"""Meielsgrund""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706904>,Chäserstatt,,"""Chäserstatt""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706881>,Chummelti,,"""Chummelti""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706810>,Turgi,,,,,,,,,
<http://vocab.getty.edu/tgn/8706873>,Charlemont,,,,"""Charlemont""@fr",,,,,
<http://vocab.getty.edu/tgn/8707152>,Einsiedeln,,"""Einsiedeln""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706771>,Steini,,,,,,,,,
<http://vocab.getty.edu/tgn/8707236>,Jean des Bois,,,,"""Jean des Bois""@fr",,,,,
<http://vocab.getty.edu/tgn/8706889>,Clarive,,,,"""Clarive""@fr",,,,,
<http://vocab.getty.edu/tgn/8706766>,Chappelendorf,,,,,,,,,
<http://vocab.getty.edu/tgn/8707124>,Oberbünt,,,,,,,,,
<http://vocab.getty.edu/tgn/8707266>,La Bergerie,,,,"""La Bergerie""@fr",,,,,
<http://vocab.getty.edu/tgn/8706836>,Doru,,"""Doru""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707209>,Bitsch,,"""Bitsch""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707125>,Feld,,,,,,,,,
<http://vocab.getty.edu/tgn/8706847>,Les Larrets,,,,"""Les Larrets""@fr",,,,,
<http://vocab.getty.edu/tgn/8707133>,Dableten,,,,,,,,,
<http://vocab.getty.edu/tgn/8707474>,Ober Matt,,,,,,,,,
<http://vocab.getty.edu/tgn/8706760>,Mittler Wissiflue,,,,,,,,,
<http://vocab.getty.edu/tgn/8707212>,Les Neyrues,,,,"""Les Neyrues""@fr",,,,,
<http://vocab.getty.edu/tgn/8707156>,Zofingen,,"""Zofingen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707265>,Duillier,,,,"""Duillier""@fr",,,,,
<http://vocab.getty.edu/tgn/8706803>,Ueberstorf,,,,,,,,,
<http://vocab.getty.edu/tgn/8707481>,Ober Müllerboden,,,,,,,,,
<http://vocab.getty.edu/tgn/8707113>,Breitenacher,,,,,,,,,
<http://vocab.getty.edu/tgn/8707473>,Unter Matt,,,,,,,,,
<http://vocab.getty.edu/tgn/8706770>,Halteli,,,,,,,,,
<http://vocab.getty.edu/tgn/8707162>,Vandœuvres,,,,,,,,,
<http://vocab.getty.edu/tgn/8707145>,Imboden,,"""Imboden""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706838>,La Bécassière,,,,"""La Bécassière""@fr",,,,,
<http://vocab.getty.edu/tgn/8707139>,Bernina,,"""Bernina""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707151>,Höfe,,"""Höfe""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707131>,Wil,,,,,,,,,
<http://vocab.getty.edu/tgn/8706887>,Le Reposoir,,,,"""Le Reposoir""@fr",,,,,
<http://vocab.getty.edu/tgn/8706882>,Birchen,,"""Birchen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706880>,Bädel,,"""Bädel""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706793>,Frauenfeld,,"""Frauenfeld""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706805>,Udligenswil,,,,,,,,,
<http://vocab.getty.edu/tgn/8707226>,Chi,,"""Chi""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706792>,Kreuzlingen,,"""Kreuzlingen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706768>,Dabletton,,,,,,,,,
<http://vocab.getty.edu/tgn/8707118>,Geren,,,,,,,,,
<http://vocab.getty.edu/tgn/8707130>,Mettenweg,,,,,,,,,
<http://vocab.getty.edu/tgn/8706826>,Le Sex,,,,"""Le Sex""@fr",,,,,
<http://vocab.getty.edu/tgn/8706842>,Bode,,"""Bode""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706800>,Uesslingen,,"""Uesslingen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707123>,Heimeli,,,,,,,,,
<http://vocab.getty.edu/tgn/8706906>,Le Rancho,,,,"""Le Rancho""@fr",,,,,
<http://vocab.getty.edu/tgn/8707120>,Schilt,,,,,,,,,
<http://vocab.getty.edu/tgn/8707127>,Wyssthürli,,,,,,,,,
<http://vocab.getty.edu/tgn/8706764>,Ober Wissiflüeli,,,,,,,,,
<http://vocab.getty.edu/tgn/8706885>,Chersaule,,,,"""Chersaule""@fr",,,,,
<http://vocab.getty.edu/tgn/8707218>,Châtaigneraie,,,,"""Châtaigneraie""@fr",,,,,
<http://vocab.getty.edu/tgn/8707264>,Les Avouillons,,,,"""Les Avouillons""@fr",,,,,
<http://vocab.getty.edu/tgn/8706765>,Bielti,,,,,,,,,
<http://vocab.getty.edu/tgn/8707490>,Unter Egg,,,,,,,,,
<http://vocab.getty.edu/tgn/8706761>,Hornmatt,,,,,,,,,
<http://vocab.getty.edu/tgn/8707121>,Unter Staldifeld,,,,,,,,,
<http://vocab.getty.edu/tgn/8707197>,Anzère,,,,"""Anzère""@fr",,,,,
<http://vocab.getty.edu/tgn/8706910>,Im Brand,,"""Im Brand""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707157>,Kulm,,"""Kulm""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706815>,Tuggen,,"""Tuggen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707119>,Staldifeld,,,,,,,,,
<http://vocab.getty.edu/tgn/8706821>,Les Couty,,,,"""Les Couty""@fr",,,,,
<http://vocab.getty.edu/tgn/8707149>,Inn,,"""Inn""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707144>,Hinterrhein,,"""Hinterrhein""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707153>,Küssnacht,,"""Küssnacht""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707494>,Muri,,"""Muri""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706778>,Brig,,"""Brig""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707255>,Grandchamp,,,,"""Grandchamp""@fr",,,,,
<http://vocab.getty.edu/tgn/8707122>,Ifängi,,,,,,,,,
<http://vocab.getty.edu/tgn/8707154>,Gersau,,"""Gersau""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707128>,Mattli,,,,,,,,,
<http://vocab.getty.edu/tgn/8706767>,Staldeli,,,,,,,,,
<http://vocab.getty.edu/tgn/8707146>,Landquart,,"""Landquart""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707150>,March,,"""March""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707248>,La Première,,,,"""La Première""@fr",,,,,
<http://vocab.getty.edu/tgn/8707117>,Sankt Heinrich,,,,,,,,,
<http://vocab.getty.edu/tgn/8706762>,Vorder Wissiflue,,,,,,,,,
<http://vocab.getty.edu/tgn/8707190>,Les Curnaux,,,,"""Les Curnaux""@fr",,,,,
<http://vocab.getty.edu/tgn/8707245>,La Dix,,,,"""La Dix""@fr",,,,,
<http://vocab.getty.edu/tgn/8706772>,Dellen,,,,,,,,,
<http://vocab.getty.edu/tgn/8706789>,Münchwilen,,"""Münchwilen""@de",,,,,,,
<http://vocab.getty.edu/tgn/8706790>,Arbon,,"""Arbon""@de",,,,,,,
<http://vocab.getty.edu/tgn/8707126>,Gigi,,,,,,,,,
<http://vocab.getty.edu/tgn/8707478>,Ahorn,,,,,,,,,
<http://vocab.getty.edu/tgn/8706837>,Crèhavouetta,,,,"""Crèhavouetta""@fr",,,,,
<http://vocab.getty.edu/tgn/7653328>,Crouy,"""Crouy""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7664968>,Bellevue-la-Montagne,"""Bellevue-la-Montagne""@en",,,,,,,,
<http://vocab.getty.edu/tgn/7647770>,Gobelins,"""Gobelins""@en",,,,,,,,
<http://vocab.getty.edu/tgn/8698442>,Ravoire,,,,"""Ravoire""@fr",,,,,
<http://vocab.getty.edu/tgn/8698441>,Le Bougne,,,,"""Le Bougne""@fr",,,,,
<http://vocab.getty.edu/tgn/7668666>,Al ‘Ayn,,,,,,,,,
<http://vocab.getty.edu/tgn/8698433>,La Giette,,,,"""La Giette""@fr",,,,,
<http://vocab.getty.edu/tgn/8698376>,Munt Sura,,,,,,,,,
<http://vocab.getty.edu/tgn/7623878>,Montesquieu-Avantès,"""Montesquieu-Avantès""@en",,,,,,,,
<http://vocab.getty.edu/tgn/8698426>,La Lette,,,,"""La Lette""@fr",,,,,
<http://vocab.getty.edu/tgn/7682193>,Prien,,,,,,,,,
