Concept,Label,@en,@de,@it,@fr,@hu,@ca,@ru,@es,@el-latn,Lat,Long
<http://vocab.getty.edu/tgn/7004635>,Puchheim,,,,,,,,,,48.15,11.35
<http://vocab.getty.edu/tgn/7004756>,Ōsaka,,,,,,,,,,34.6667,135.5
<http://vocab.getty.edu/tgn/7004978>,Neuss,,,,,,,,,,51.2,6.6833
<http://vocab.getty.edu/tgn/7005463>,San Salvador,,,,,,,,,,13.7833,-89.1833
<http://vocab.getty.edu/tgn/7005187>,Ulm,,"""Ulm""@de",,,,,,,,48.4,10
<http://vocab.getty.edu/tgn/7005388>,República Dominicana,"""Dominican Republic""@en",,,"""République dominicaine""@fr",,,"""Доминиканская Республика""@ru","""República Dominicana""@es",,19,-70.6667
<http://vocab.getty.edu/tgn/7004710>,Schäftlarn,,,,,,,,,,47.983333,11.466667
<http://vocab.getty.edu/tgn/7004598>,Kumamoto,,,,,,,,,,32.8333,130.7
<http://vocab.getty.edu/tgn/7004560>,Kōbe,"""Kobe""@en",,,,,,,,,34.6667,135.2
<http://vocab.getty.edu/tgn/7005083>,Recklinghausen,,,,,,,,,,51.616667,7.2
<http://vocab.getty.edu/tgn/7004692>,Schliersee,,,,,,,,,,47.733333,11.866667
<http://vocab.getty.edu/tgn/7005443>,Recife,,,,,,,,,,-8.1,-34.8833
<http://vocab.getty.edu/tgn/7005080>,Gelsenkirchen,,,,,,,,,,51.516667,7.05
<http://vocab.getty.edu/tgn/7005072>,Cartagena,,,,,,,,,,10.4,-75.55
<http://vocab.getty.edu/tgn/7004624>,Cuba,"""Cuba""@en","""Kuba""@de",,"""Cuba""@fr",,,"""Куба""@ru","""Cuba""@es",,21.5,-80
<http://vocab.getty.edu/tgn/7004860>,Toyama,,,,,,,,,,36.7,137.2333
<http://vocab.getty.edu/tgn/7004454>,Saarbrücken,,,,,,,,,,49.233333,7
<http://vocab.getty.edu/tgn/7004599>,Kurashiki,,,,,,,,,,34.6,133.7167
<http://vocab.getty.edu/tgn/7004982>,Dortmund,,"""Dortmund""@de",,,,,,,,51.516667,7.45
<http://vocab.getty.edu/tgn/7004472>,Tōkyō,"""Tokyo""@en",,,,,,,,,35.75,139.5
<http://vocab.getty.edu/tgn/7004805>,Sapporo,,,,,,,,,,43.0833,141.35
<http://vocab.getty.edu/tgn/7004611>,Beilngries,,,,,,,,,,49.035278,11.473333
<http://vocab.getty.edu/tgn/7005022>,Caracas,,,,,,,,,,10.5,-66.9167
<http://vocab.getty.edu/tgn/7004671>,Bad Reichenhall,,,,,,,,,,47.733333,12.883333
<http://vocab.getty.edu/tgn/7004704>,Murnau,,,,,,,,,,47.683333,11.2
<http://vocab.getty.edu/tgn/7005042>,Spoleto,,,,,,,,,,42.733333,12.733333
<http://vocab.getty.edu/tgn/7004455>,Dresden,,,,,,,,,,51.05,13.75
<http://vocab.getty.edu/tgn/7004690>,Rosenheim,,"""Rosenheim""@de",,,,,,,,47.85,12.133333
<http://vocab.getty.edu/tgn/7004940>,Solingen,"""Solingen""@en",,,,,,,,,51.183333,7.083333
<http://vocab.getty.edu/tgn/7005294>,Fulda,,,,,,,,,,50.55,9.666667
<http://vocab.getty.edu/tgn/7004499>,Hiroshima,,,,,,,,,,34.3833,132.45
<http://vocab.getty.edu/tgn/7004717>,Rostock,,"""Rostock""@de",,,,,,,,54.083333,12.133333
<http://vocab.getty.edu/tgn/7005232>,Guangdong,"""Canton""@en",,,,,,,,,23.5,113.25
<http://vocab.getty.edu/tgn/7005252>,Osnabrück,,"""Osnabrück""@de",,,,,,,,52.266667,8.05
<http://vocab.getty.edu/tgn/7005139>,Udine,,,,,,,,,,46.061944,13.242222
<http://vocab.getty.edu/tgn/7005300>,Emden,,"""Emden""@de",,,,,,,,53.366667,7.216667
<http://vocab.getty.edu/tgn/7005177>,Heidelberg,"""Heidelberg""@en","""Heidelberg""@de",,,,,,,,49.416667,8.7
<http://vocab.getty.edu/tgn/7005081>,Herten,,,,,,,,,,51.6,7.133333
<http://vocab.getty.edu/tgn/7004904>,Bochum,,,,,,,,,,51.483333,7.216667
<http://vocab.getty.edu/tgn/7005442>,Pôrto Alegre,,,,,,,,,,-30.05,-51.1667
<http://vocab.getty.edu/tgn/7005317>,Celle,,"""Celle""@de",,,,,,,,52.616667,10.083333
<http://vocab.getty.edu/tgn/7004725>,Greifswald,,"""Greifswald""@de",,,,,,,,54.1,13.383333
<http://vocab.getty.edu/tgn/7005175>,Donaueschingen,,,,,,,,,,47.95,8.5
<http://vocab.getty.edu/tgn/7005184>,Ravensburg,,"""Ravensburg""@de",,,,,,,,47.783333,9.616667
<http://vocab.getty.edu/tgn/7004975>,Mönchengladbach,"""Mönchengladbach""@en",,,,,,,,,51.2,6.433333
<http://vocab.getty.edu/tgn/7005246>,Göttingen,,"""Göttingen""@de",,,,,,,,51.533333,9.933333
<http://vocab.getty.edu/tgn/7005249>,Königslutter,,,,,,,,,,52.25,10.816667
<http://vocab.getty.edu/tgn/7004601>,Kurume,,,,,,,,,,33.3333,130.4833
<http://vocab.getty.edu/tgn/7004702>,Mittenwald,,,,,,,,,,47.433333,11.25
<http://vocab.getty.edu/tgn/7004701>,Garmisch-Partenkirchen,,"""Garmisch-Partenkirchen""@de",,,,,,,,47.5,11.1
<http://vocab.getty.edu/tgn/7004643>,Puerto Rico,"""Puerto Rico""@en",,,,,,,,,18.2333,-66.55
<http://vocab.getty.edu/tgn/7004456>,Magdeburg,,,,,,,,,,52.166667,11.666667
<http://vocab.getty.edu/tgn/7005188>,Rothenburg ober der Tauber,,,,,,,,,,49.383333,10.183333
<http://vocab.getty.edu/tgn/7005248>,Hildesheim,,"""Hildesheim""@de",,,,,,,,52.15,9.966667
<http://vocab.getty.edu/tgn/7004694>,Bad Tölz,,,,,,,,,,47.766667,11.566667
<http://vocab.getty.edu/tgn/7004718>,Stralsund,,,,,,,,,,54.3,13.1
<http://vocab.getty.edu/tgn/7004723>,Ticino,,,"""Ticino""@it",,,,,,,46.284545,8.790648
<http://vocab.getty.edu/tgn/7005070>,Bogotá,,,,,,,,,,4.6333,-74.0833
<http://vocab.getty.edu/tgn/7004714>,Quito,,,,,,,,,,-0.187,-78.493
<http://vocab.getty.edu/tgn/7004459>,Ansbach,,,,,,,,,,49.3,10.583333
<http://vocab.getty.edu/tgn/7004923>,Duisburg,,"""Duisburg""@de",,,,,,,,51.433333,6.75
<http://vocab.getty.edu/tgn/7005253>,Wolfenbüttel,,"""Wolfenbüttel""@de",,,,,,,,52.166667,10.55
<http://vocab.getty.edu/tgn/7005179>,Mannheim,"""Mannheim""@en","""Mannheim""@de",,,,,,,,49.488333,8.464722
<http://vocab.getty.edu/tgn/7004798>,Ludwigslust,,,,,,,,,,53.316667,11.5
<http://vocab.getty.edu/tgn/7004633>,Fürstenfeldbruck,,,,,,,,,,48.183333,11.25
<http://vocab.getty.edu/tgn/7004612>,Denkendorf,,,,,,,,,,48.933333,11.45
<http://vocab.getty.edu/tgn/7004542>,Hong Kong,"""Hong Kong""@en",,,,,,,,,22.25,114.1667
<http://vocab.getty.edu/tgn/7005309>,Buxtehude,,,,,,,,,,53.45,9.7
<http://vocab.getty.edu/tgn/7005087>,Valparaíso,,,,,,,,,,-33.047778,-71.601111
<http://vocab.getty.edu/tgn/7005305>,Cuxhaven,,"""Cuxhaven""@de",,,,,,,,53.883333,8.7
<http://vocab.getty.edu/tgn/7005440>,Petrópolis,,,,,,,,,,-22.5,-43.1
<http://vocab.getty.edu/tgn/7005082>,Marl,,,,,,,,,,51.65,7.083333
<http://vocab.getty.edu/tgn/7004740>,Niigata,,,,,,,,,,37.9667,139.0333
<http://vocab.getty.edu/tgn/7004909>,Mülheim an der Ruhr,"""Mülheim an der Ruhr""@en",,,,,,,,,51.433333,6.883333
<http://vocab.getty.edu/tgn/7004463>,Potsdam,,"""Potsdam""@de",,,,,,,,52.4,13.066667
<http://vocab.getty.edu/tgn/7005168>,Wesel,"""Wesel""@en",,,,,,,,,51.666667,6.616667
<http://vocab.getty.edu/tgn/7004457>,Kiel,,,,,,,,,,54.333333,10.133333
<http://vocab.getty.edu/tgn/7005180>,Maulbronn,,,,,,,,,,49.000833,8.807778
<http://vocab.getty.edu/tgn/7004943>,Wuppertal,"""Wuppertal""@en",,,,,,,,,51.266667,7.183333
<http://vocab.getty.edu/tgn/7005090>,Bonn,"""Bonn""@en",,,,,,,,,50.733333,7.1
<http://vocab.getty.edu/tgn/7005163>,Emmerich,,,,,,,,,,51.833333,6.25
<http://vocab.getty.edu/tgn/7004676>,Traunstein,,,,,,,,,,47.883333,12.65
<http://vocab.getty.edu/tgn/7005441>,El Salvador,"""El Salvador""@en",,,"""El Salvador""@fr",,,"""Сальвадор""@ru","""El Salvador""@es",,13.8333,-88.9167
<http://vocab.getty.edu/tgn/7004603>,Kyōto,"""Kyoto""@en",,,,,,,,,35,135.75
<http://vocab.getty.edu/tgn/7005174>,Konstanz,"""Konstanz""@en","""Konstanz""@de",,"""Constance""@fr",,,,,,47.666667,9.183333
<http://vocab.getty.edu/tgn/7004985>,Bad Oeynhausen,,,,,,,,,,52.2,8.8
<http://vocab.getty.edu/tgn/7005299>,Wilhelmshaven,,"""Wilhelmshaven""@de",,,,,,,,53.516667,8.133333
<http://vocab.getty.edu/tgn/7005437>,Pernambuco,,,,,,,,,,-8,-37
<http://vocab.getty.edu/tgn/8710439>,Brägji,,"""Brägji""@de",,,,,,,,46.317497,7.79
<http://vocab.getty.edu/tgn/8710764>,Corin-de-la-Crête,,,,"""Corin-de-la-Crête""@fr",,,,,,46.284964,7.503983
<http://vocab.getty.edu/tgn/8710508>,Hubel,,"""Hubel""@de",,,,,,,,46.427447,7.330341
<http://vocab.getty.edu/tgn/8710810>,Les Fornaches,,,,"""Les Fornaches""@fr",,,,,,46.356995,7.123401
<http://vocab.getty.edu/tgn/8710731>,Rotimatt,,,,,,,,,,46.964872,8.430776
<http://vocab.getty.edu/tgn/8710719>,Hüsli,,,,,,,,,,46.958128,8.455533
<http://vocab.getty.edu/tgn/8710426>,Brunnen,,"""Brunnen""@de",,,,,,,,46.316683,7.666244
<http://vocab.getty.edu/tgn/8711062>,Dörflingen,,"""Dörflingen""@de",,,,,,,,47.70786,8.71927
<http://vocab.getty.edu/tgn/8710485>,Les Grangettes,,,,"""Les Grangettes""@fr",,,,,,46.394235,6.896792
<http://vocab.getty.edu/tgn/8710488>,La Prairie,,,,"""La Prairie""@fr",,,,,,46.394376,6.216858
<http://vocab.getty.edu/tgn/8710460>,Le Dézaley,,,,"""Le Dézaley""@fr",,,,,,46.356205,6.889886
<http://vocab.getty.edu/tgn/8710516>,Burreguet,,"""Burreguet""@de",,,,,,,,46.428168,7.321368
<http://vocab.getty.edu/tgn/8710399>,Wallenried,,,,,,,,,,46.873317,7.114202
<http://vocab.getty.edu/tgn/8710481>,Bärsol,,"""Bärsol""@de",,,,,,,,46.393774,7.750289
<http://vocab.getty.edu/tgn/8710750>,Walchwil,,,,,,,,,,47.101691,8.516932
<http://vocab.getty.edu/tgn/8710730>,Waltersberg,,,,,,,,,,46.95849,8.39724
<http://vocab.getty.edu/tgn/8710476>,Fleuweid,,"""Fleuweid""@de",,,,,,,,46.392581,7.286543
<http://vocab.getty.edu/tgn/8710855>,Le Châtelard,,,,"""Le Châtelard""@fr",,,,,,46.397813,6.933733
<http://vocab.getty.edu/tgn/8710802>,Dichtuhüs,,"""Dichtuhüs""@de",,,,,,,,46.319106,7.940694
<http://vocab.getty.edu/tgn/8710766>,Auliens,,,,"""Auliens""@fr",,,,,,46.285015,7.026262
<http://vocab.getty.edu/tgn/8710449>,Le Molard,,,,"""Le Molard""@fr",,,,,,46.354859,6.967082
<http://vocab.getty.edu/tgn/8710733>,Stöckmatt,,,,,,,,,,46.958099,8.416145
<http://vocab.getty.edu/tgn/8710425>,Richelien,,,,"""Richelien""@fr",,,,,,46.284868,6.138737
<http://vocab.getty.edu/tgn/8710847>,Reeji,,"""Reeji""@de",,,,,,,,46.397135,7.280654
<http://vocab.getty.edu/tgn/8710470>,La Lavanche,,,,"""La Lavanche""@fr",,,,,,46.356635,7.117489
<http://vocab.getty.edu/tgn/8710461>,La Murée,,,,"""La Murée""@fr",,,,,,46.356222,7.12733
<http://vocab.getty.edu/tgn/8710459>,Les Echenards,,,,"""Les Echenards""@fr",,,,,,46.35614,7.084678
<http://vocab.getty.edu/tgn/8710400>,Wallenbuch,,,,,,,,,,46.929482,7.225385
<http://vocab.getty.edu/tgn/8710392>,Walzenhausen,,"""Walzenhausen""@de",,,,,,,,47.448671,9.604952
<http://vocab.getty.edu/tgn/8710429>,Moulin de Grilly,,,,"""Moulin de Grilly""@fr",,,,,,46.316856,6.126022
<http://vocab.getty.edu/tgn/8710723>,Ober Sassi,,,,,,,,,,46.96381,8.4503
<http://vocab.getty.edu/tgn/8710767>,Géronde,,,,"""Géronde""@fr",,,,,,46.285066,7.544018
<http://vocab.getty.edu/tgn/8710452>,Fond des Joux,,,,"""Fond des Joux""@fr",,,,,,46.355424,7.213436
<http://vocab.getty.edu/tgn/8710391>,Wangen,,"""Wangen""@de",,,,,,,,47.190577,8.895287
<http://vocab.getty.edu/tgn/8710734>,Ennerberg,,,,,,,,,,46.965312,8.398495
<http://vocab.getty.edu/tgn/8710483>,La Sèche,,,,"""La Sèche""@fr",,,,,,46.394047,6.143351
<http://vocab.getty.edu/tgn/8710478>,La Châ,,,,"""La Châ""@fr",,,,,,46.39284,7.044251
<http://vocab.getty.edu/tgn/8710729>,Stigli,,,,,,,,,,46.9727,8.437578
<http://vocab.getty.edu/tgn/8710491>,Brunnen,,"""Brunnen""@de",,,,,,,,46.394531,8.116939
<http://vocab.getty.edu/tgn/8710468>,Les Jeans,,,,"""Les Jeans""@fr",,,,,,46.356607,7.132165
<http://vocab.getty.edu/tgn/8710836>,Spitzi Egg,,"""Spitzi Egg""@de",,,,,,,,46.395381,7.322346
<http://vocab.getty.edu/tgn/8710739>,Hundachen,,,,,,,,,,46.96408,8.41726
<http://vocab.getty.edu/tgn/8710846>,Saali,,"""Saali""@de",,,,,,,,46.396967,7.270671
<http://vocab.getty.edu/tgn/8710722>,Unter Sassi,,,,,,,,,,46.96843,8.45056
<http://vocab.getty.edu/tgn/8710752>,Wahlen,,,,,,,,,,47.402264,7.515112
<http://vocab.getty.edu/tgn/8710395>,Waltenschwil,,,,,,,,,,47.334929,8.303436
<http://vocab.getty.edu/tgn/8710728>,Loren,,,,,,,,,,46.971058,8.445964
<http://vocab.getty.edu/tgn/8710457>,Le Rosex,,,,"""Le Rosex""@fr",,,,,,46.356077,7.10747
<http://vocab.getty.edu/tgn/8710743>,Wäldi,,"""Wäldi""@de",,,,,,,,47.63421,9.09504
<http://vocab.getty.edu/tgn/8710724>,Ridli,,,,,,,,,,46.969886,8.456783
<http://vocab.getty.edu/tgn/8710735>,Hohfur,,,,,,,,,,46.95815,8.40664
<http://vocab.getty.edu/tgn/8710795>,La Croix,,,,"""La Croix""@fr",,,,,,46.318793,7.127199
<http://vocab.getty.edu/tgn/8710421>,Ahorne,,"""Ahorne""@de",,,,,,,,46.284551,7.677805
<http://vocab.getty.edu/tgn/8710812>,Boviri,,"""Boviri""@de",,,,,,,,46.357218,7.632068
<http://vocab.getty.edu/tgn/8710479>,Chlussli,,"""Chlussli""@de",,,,,,,,46.393323,7.267887
<http://vocab.getty.edu/tgn/8710431>,Birgisch,,"""Birgisch""@de",,,,,,,,46.317093,7.955929
<http://vocab.getty.edu/tgn/8710438>,Arpille,,,,"""Arpille""@fr",,,,,,46.317405,7.13693
<http://vocab.getty.edu/tgn/8710808>,Bifiga,,"""Bifiga""@de",,,,,,,,46.319627,7.923453
<http://vocab.getty.edu/tgn/8710427>,Bouquetins,,,,"""Bouquetins""@fr",,,,,,46.316789,7.071612
<http://vocab.getty.edu/tgn/8710787>,Brentjong,,"""Brentjong""@de",,,,,,,,46.318247,7.651172
<http://vocab.getty.edu/tgn/8710740>,Acheri,,,,,,,,,,46.96883,8.432213
<http://vocab.getty.edu/tgn/8710840>,Schüdeli,,"""Schüdeli""@de",,,,,,,,46.395761,7.265736
<http://vocab.getty.edu/tgn/8710827>,La Rocaille,,,,"""La Rocaille""@fr",,,,,,46.358966,7.128595
<http://vocab.getty.edu/tgn/8710484>,L'Audalle,,,,"""L'Audalle""@fr",,,,,,46.394103,7.152711
<http://vocab.getty.edu/tgn/8710756>,Wagenhausen,,"""Wagenhausen""@de",,,,,,,,47.66003,8.84782
<http://vocab.getty.edu/tgn/8710871>,Les Grangettes,,,,"""Les Grangettes""@fr",,,,,,46.429278,6.24365
<http://vocab.getty.edu/tgn/8710826>,La Sciaz,,,,"""La Sciaz""@fr",,,,,,46.358942,7.139514
<http://vocab.getty.edu/tgn/8710744>,Waldheim,,,,,,,,,,46.939567,8.316688
<http://vocab.getty.edu/tgn/8710821>,Favrins,,,,"""Favrins""@fr",,,,,,46.358038,7.099032
<http://vocab.getty.edu/tgn/8710736>,Unter Agglistal,,,,,,,,,,46.96166,8.41293
<http://vocab.getty.edu/tgn/8710469>,Les Bovets,,,,"""Les Bovets""@fr",,,,,,46.35662,7.140777
<http://vocab.getty.edu/tgn/8710773>,Les Ernets,,,,"""Les Ernets""@fr",,,,,,46.285315,7.097578
<http://vocab.getty.edu/tgn/8710499>,La Sottana,,,,"""La Sottana""@fr",,,,,,46.4263,7.095883
<http://vocab.getty.edu/tgn/8710511>,Les Grands Sizes,,,,"""Les Grands Sizes""@fr",,,,,,46.427834,6.279151
<http://vocab.getty.edu/tgn/8710467>,La Gottrausaz,,,,"""La Gottrausaz""@fr",,,,,,46.356582,7.136816
<http://vocab.getty.edu/tgn/8710406>,Bort,,"""Bort""@de",,,,,,,,46.283833,7.695447
<http://vocab.getty.edu/tgn/8710423>,La Bâtie,,,,"""La Bâtie""@fr",,,,,,46.284712,6.130393
<http://vocab.getty.edu/tgn/8710737>,Wilgass,,,,,,,,,,46.962087,8.39395
<http://vocab.getty.edu/tgn/8710877>,Länge Bode,,"""Länge Bode""@de",,,,,,,,46.429789,7.288171
<http://vocab.getty.edu/tgn/8710393>,Waltikon,,,,,,,,,,47.335739,8.620202
<http://vocab.getty.edu/tgn/8710514>,La Tourbière,,,,"""La Tourbière""@fr",,,,,,46.428023,6.230544
<http://vocab.getty.edu/tgn/8710792>,Fontanney,,,,"""Fontanney""@fr",,,,,,46.318546,6.986177
<http://vocab.getty.edu/tgn/8710797>,Äbi,,"""Äbi""@de",,,,,,,,46.319009,7.918315
<http://vocab.getty.edu/tgn/8710489>,Grens,,,,"""Grens""@fr",,,,,,46.394378,6.191311
<http://vocab.getty.edu/tgn/8710832>,Blatten bei Naters,,"""Blatten bei Naters""@de",,,,,,,,46.359346,7.983621
<http://vocab.getty.edu/tgn/8710463>,La Coutaz,,,,"""La Coutaz""@fr",,,,,,46.356256,7.164209
<http://vocab.getty.edu/tgn/8710772>,Bielen,,"""Bielen""@de",,,,,,,,46.285314,7.689075
<http://vocab.getty.edu/tgn/8710858>,Betelbode,,"""Betelbode""@de",,,,,,,,46.428321,7.439092
<http://vocab.getty.edu/tgn/8710455>,Cergnat,,,,"""Cergnat""@fr",,,,,,46.355583,7.041973
<http://vocab.getty.edu/tgn/8710788>,Chaschtler,,"""Chaschtler""@de",,,,,,,,46.318339,7.909402
<http://vocab.getty.edu/tgn/8710763>,Vuisternens,,,,,,,,,,46.708148,7.053982
<http://vocab.getty.edu/tgn/8710727>,Feld,,,,,,,,,,46.969182,8.446169
<http://vocab.getty.edu/tgn/8710419>,Dörfji,,"""Dörfji""@de",,,,,,,,46.284322,7.64896
<http://vocab.getty.edu/tgn/8710507>,Schlössli,,"""Schlössli""@de",,,,,,,,46.427318,7.318972
<http://vocab.getty.edu/tgn/8710738>,Riedmatt,,,,,,,,,,46.970824,8.435848
<http://vocab.getty.edu/tgn/8710466>,Grand Bois,,,,"""Grand Bois""@fr",,,,,,46.356336,6.89927
<http://vocab.getty.edu/tgn/8710495>,Grüenbüel,,"""Grüenbüel""@de",,,,,,,,46.425765,7.32544
<http://vocab.getty.edu/tgn/8710820>,Blattnerhalta,,"""Blattnerhalta""@de",,,,,,,,46.35798,7.978411
<http://vocab.getty.edu/tgn/8710732>,Rübikäpeli,,,,,,,,,,46.96415,8.42225
<http://vocab.getty.edu/tgn/8710434>,Bach,,"""Bach""@de",,,,,,,,46.317182,8.009966
<http://vocab.getty.edu/tgn/8705801>,Tschuggen,,"""Tschuggen""@de",,,,,,,,46.362299,7.974965
<http://vocab.getty.edu/tgn/8705415>,Les Garettes,,,,,,,,,,46.159077,7.11073
<http://vocab.getty.edu/tgn/8705836>,Stalden,,"""Stalden""@de",,,,,,,,46.432004,7.317629
<http://vocab.getty.edu/tgn/8705764>,Pierre à Perret,,,,"""Pierre à Perret""@fr",,,,,,46.324623,6.891513
<http://vocab.getty.edu/tgn/8705800>,Wilere,,"""Wilere""@de",,,,,,,,46.362296,8.181309
<http://vocab.getty.edu/tgn/8706071>,Dorneck,,"""Dorneck""@de",,,,,,,,47.454239,7.630313
<http://vocab.getty.edu/tgn/8705400>,Les Valettes,,,,"""Les Valettes""@fr",,,,,,46.074837,7.072026
<http://vocab.getty.edu/tgn/8705824>,Moulin Velliet,,,,"""Moulin Velliet""@fr",,,,,,46.401945,6.204484
<http://vocab.getty.edu/tgn/8705781>,Stockji,,"""Stockji""@de",,,,,,,,46.326313,7.976714
<http://vocab.getty.edu/tgn/8705406>,Les Pléiades,,,,,,,,,,46.483333,6.883333
<http://vocab.getty.edu/tgn/8705557>,Sankt Martin,,,,,,,,,,46.675823,9.180564
<http://vocab.getty.edu/tgn/8705845>,Fluracher,,"""Fluracher""@de",,,,,,,,46.432619,8.183886
<http://vocab.getty.edu/tgn/8705551>,Steinhaus,,,,,,,,,,46.833877,7.342194
<http://vocab.getty.edu/tgn/8705672>,Galgern,,,,,,,,,,46.186231,7.893465
<http://vocab.getty.edu/tgn/8705766>,Städil,,"""Städil""@de",,,,,,,,46.32466,7.735149
<http://vocab.getty.edu/tgn/8705763>,Thel,,"""Thel""@de",,,,,,,,46.32457,7.651979
<http://vocab.getty.edu/tgn/8705539>,Stössen,,,,,,,,,,46.783333,7.4
<http://vocab.getty.edu/tgn/8705462>,Galm,,"""Galm""@de",,,,,,,,46.357715,7.681506
<http://vocab.getty.edu/tgn/8705807>,Les Evouettes,,,,"""Les Evouettes""@fr",,,,,,46.362954,6.875695
<http://vocab.getty.edu/tgn/8705584>,Plan-de-la-Chaux,,,,,,,,,,45.895429,7.136156
<http://vocab.getty.edu/tgn/8705774>,Ewigschmatte,,"""Ewigschmatte""@de",,,,,,,,46.325189,7.938863
<http://vocab.getty.edu/tgn/8706055>,Gäu,,"""Gäu""@de",,,,,,,,47.293984,7.771065
<http://vocab.getty.edu/tgn/8705313>,Sulsana,,,,,,,,,,46.636902,9.990098
<http://vocab.getty.edu/tgn/8706057>,Wasseramt,,"""Wasseramt""@de",,,,,,,,47.1863,7.601484
<http://vocab.getty.edu/tgn/8705693>,Fully,,,,"""Fully""@fr",,,,,,46.139293,7.118323
<http://vocab.getty.edu/tgn/8705583>,Plan Fey,,,,,,,,,,46.186771,7.269941
<http://vocab.getty.edu/tgn/8705322>,Suchy,,,,,,,,,,46.72327,6.600254
<http://vocab.getty.edu/tgn/8705780>,Leiggern,,"""Leiggern""@de",,,,,,,,46.326106,7.836388
<http://vocab.getty.edu/tgn/8705587>,Pitasch,,,,,,,,,,46.731095,9.217015
<http://vocab.getty.edu/tgn/8705643>,Lenzerheide,,,,,,,,,,46.728121,9.552196
<http://vocab.getty.edu/tgn/8706098>,Vernamiège,,,,"""Vernamiège""@fr",,,,,,46.211709,7.431295
<http://vocab.getty.edu/tgn/8706106>,Ritinu,,"""Ritinu""@de",,,,,,,,46.291128,7.662873
<http://vocab.getty.edu/tgn/8705331>,Sapinhaut,,,,"""Sapinhaut""@fr",,,,,,46.134242,7.171297
<http://vocab.getty.edu/tgn/8705776>,Hasel,,"""Hasel""@de",,,,,,,,46.325351,8.028261
<http://vocab.getty.edu/tgn/8705585>,Planacc,,,,,,,,,,46.362698,9.581182
<http://vocab.getty.edu/tgn/8705459>,Gampel,,"""Gampel""@de",,,,,,,,46.315727,7.741473
<http://vocab.getty.edu/tgn/8705767>,Guttet,,"""Guttet""@de",,,,,,,,46.324725,7.66579
<http://vocab.getty.edu/tgn/8705325>,Suberg,,,,,,,,,,47.060982,7.337259
<http://vocab.getty.edu/tgn/8706084>,Veysonnaz,,,,"""Veysonnaz""@fr",,,,,,46.194262,7.338792
<http://vocab.getty.edu/tgn/8705442>,Gemmipass,,,,,,,,,,46.397565,7.614047
<http://vocab.getty.edu/tgn/8706086>,Vex,,,,,,,,,,46.2,7.4
<http://vocab.getty.edu/tgn/8705846>,Merlahütta,,"""Merlahütta""@de",,,,,,,,46.432644,9.480366
<http://vocab.getty.edu/tgn/8705554>,Steinenberg,,,,,,,,,,46.546577,7.769414
<http://vocab.getty.edu/tgn/8705650>,Höngg,,,,,,,,,,47.402642,8.497932
<http://vocab.getty.edu/tgn/8705621>,Morteratsch,,,,,,,,,,46.451115,9.940771
<http://vocab.getty.edu/tgn/8705772>,Raaft,,"""Raaft""@de",,,,,,,,46.324991,7.8706
<http://vocab.getty.edu/tgn/8706101>,Ronziers,,,,"""Ronziers""@fr",,,,,,46.2905,6.913212
<http://vocab.getty.edu/tgn/8705321>,Südern,,,,,,,,,,46.816667,7.75
<http://vocab.getty.edu/tgn/8705840>,Schlettere,,"""Schlettere""@de",,,,,,,,46.432297,8.173548
<http://vocab.getty.edu/tgn/8705377>,Munter,,,,,,,,,,46.63912,9.537515
<http://vocab.getty.edu/tgn/8705572>,San Giusep,,,,,,,,,,46.643029,9.081657
<http://vocab.getty.edu/tgn/8706058>,Bucheggberg,,"""Bucheggberg""@de",,,,,,,,47.132882,7.474298
<http://vocab.getty.edu/tgn/8705656>,Hollerbiel,,,,,,,,,,46.15414,7.929111
<http://vocab.getty.edu/tgn/8705765>,Eiholz,,"""Eiholz""@de",,,,,,,,46.324631,7.977984
<http://vocab.getty.edu/tgn/8705598>,Pian San Giacomo,,,"""Pian San Giacomo""@it",,,,,,,46.419123,9.228714
<http://vocab.getty.edu/tgn/8705825>,Les Preisettes,,,,"""Les Preisettes""@fr",,,,,,46.40195,7.10842
<http://vocab.getty.edu/tgn/8705635>,Les Acacias,,,,,,,,,,46.183333,6.133333
<http://vocab.getty.edu/tgn/8705573>,San Gions,,,,,,,,,,46.616667,8.833333
<http://vocab.getty.edu/tgn/8706094>,Versam,,,,,,,,,,46.792533,9.336152
<http://vocab.getty.edu/tgn/8705803>,Gragg,,"""Gragg""@de",,,,,,,,46.362416,7.998385
<http://vocab.getty.edu/tgn/8705786>,Larschi,,"""Larschi""@de",,,,,,,,46.36114,7.602608
<http://vocab.getty.edu/tgn/8705319>,Sufers,,,,,,,,,,46.570913,9.3668
<http://vocab.getty.edu/tgn/8706054>,Olten,,"""Olten""@de",,,,,,,,47.349946,7.913514
<http://vocab.getty.edu/tgn/8705783>,Tatz,,"""Tatz""@de",,,,,,,,46.326481,7.786172
<http://vocab.getty.edu/tgn/8705580>,Plan Pro,,,,,,,,,,46.033333,7.283333
<http://vocab.getty.edu/tgn/8706088>,Vétroz,,,,"""Vétroz""@fr",,,,,,46.221706,7.278577
<http://vocab.getty.edu/tgn/8705362>,Pont-de-Nant,,,,,,,,,,46.260222,7.113269
<http://vocab.getty.edu/tgn/8705773>,Les Echerts,,,,"""Les Echerts""@fr",,,,,,46.325145,7.522498
<http://vocab.getty.edu/tgn/8705545>,Stettlen,,,,,,,,,,46.959691,7.52191
