Concept,Label,Concept_Label,Lat,Long
<http://vocab.getty.edu/tgn/1000958>,Shanghai,"""Shanghai""@zh-latn-pinyin-x-notone",31.166667,121.416667
<http://vocab.getty.edu/tgn/1000177>,Mauritius,"""Mauritius""@en",-20.3,57.5833
<http://vocab.getty.edu/tgn/1000177>,Mauritius,"""Maurice""@fr",-20.3,57.5833
<http://vocab.getty.edu/tgn/1000177>,Mauritius,"""Mauricio""@es",-20.3,57.5833
<http://vocab.getty.edu/tgn/1000177>,Mauritius,"""Маврикий""@ru",-20.3,57.5833
<http://vocab.getty.edu/tgn/1000177>,Mauritius,"""毛里求斯""@zh",-20.3,57.5833
<http://vocab.getty.edu/tgn/1000177>,Mauritius,"""مور ضٌ وَس""@ar",-20.3,57.5833
<http://vocab.getty.edu/tgn/1000049>,Chile,"""Chile""@en",-30,-71
<http://vocab.getty.edu/tgn/1000049>,Chile,"""Chile""@de",-30,-71
<http://vocab.getty.edu/tgn/1000049>,Chile,"""Chile""@es",-30,-71
<http://vocab.getty.edu/tgn/1000049>,Chile,"""Chili""@nl",-30,-71
<http://vocab.getty.edu/tgn/1000049>,Chile,"""Chili""@fr",-30,-71
<http://vocab.getty.edu/tgn/1000049>,Chile,"""Чили""@ru",-30,-71
<http://vocab.getty.edu/tgn/1000132>,Nepāl,"""Непал""@ru",28,84
<http://vocab.getty.edu/tgn/1000132>,Nepāl,"""尼泊尔""@zh",28,84
<http://vocab.getty.edu/tgn/1000132>,Nepāl,"""ه بُال""@ar",28,84
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""South Africa""@en",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Suid-Afrika""@af",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Sewula Afrika""@nr",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Afrika-Borwa""@nso",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Afrika Borwa""@st",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Ningizimu Afrika""@ss",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Ningizimu Afrika""@zu",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Aforika Borwa""@tn",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Afrika Dzonga""@ts",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Afurika Tshipembe""@ve",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""uMzantsi Afrika""@xh",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Sudáfrica""@es",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Afrique du Sud""@fr",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""Южная Африка""@ru",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""南非""@zh",-30,26
<http://vocab.getty.edu/tgn/1000193>,South Africa,"""ج وٌب أفرًل اِ""@ar",-30,26
<http://vocab.getty.edu/tgn/1000985>,Hokkaidō,Hokkaidō,43.387493,142.560453
<http://vocab.getty.edu/tgn/1000635>,Hauts-Bassins,Hauts-Bassins,11.3334,-4.3334
<http://vocab.getty.edu/tgn/1000526>,Biskra,Biskra,34.666,5.416
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""As Suʻūdīyyah""@ar-latn",25,45
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""Saudi Arabia""@en",25,45
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""Arabie saoudite""@fr",25,45
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""Saoedi Arabië""@nl",25,45
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""Saudi-Arabien""@de",25,45
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""Arabia Saudita""@it",25,45
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""Arabia Saudita""@es",25,45
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""Саудовская Аравия""@ru",25,45
<http://vocab.getty.edu/tgn/1000137>,As Suʻūdīyyah,"""沙特阿拉伯""@zh",25,45
<http://vocab.getty.edu/tgn/1000189>,Sénégal,"""Sénégal""@fr",14,-14
<http://vocab.getty.edu/tgn/1000189>,Sénégal,"""Senegal""@en",14,-14
<http://vocab.getty.edu/tgn/1000189>,Sénégal,"""Senegal""@es",14,-14
<http://vocab.getty.edu/tgn/1000189>,Sénégal,"""Сенегал""@ru",14,-14
<http://vocab.getty.edu/tgn/1000189>,Sénégal,"""塞内加尔""@zh",14,-14
<http://vocab.getty.edu/tgn/1000189>,Sénégal,"""اسً يغال""@ar",14,-14
<http://vocab.getty.edu/tgn/1000764>,Skikda,Skikda,36.75,6.833
<http://vocab.getty.edu/tgn/1000142>,Prathet Thai,"""Prathet Thai""@th-latn",15,100
<http://vocab.getty.edu/tgn/1000142>,Prathet Thai,"""Thailand""@en",15,100
<http://vocab.getty.edu/tgn/1000142>,Prathet Thai,"""Thaïlande""@fr",15,100
<http://vocab.getty.edu/tgn/1000142>,Prathet Thai,"""Tailandia""@es",15,100
<http://vocab.getty.edu/tgn/1000142>,Prathet Thai,"""ประเทศไทย""@th",15,100
<http://vocab.getty.edu/tgn/1000142>,Prathet Thai,"""Таиланд""@ru",15,100
<http://vocab.getty.edu/tgn/1000142>,Prathet Thai,"""泰国""@zh",15,100
<http://vocab.getty.edu/tgn/1000142>,Prathet Thai,"""تا يًَد""@ar",15,100
<http://vocab.getty.edu/tgn/1000046>,Bolivia,"""Bolivia""@en",-17,-65
<http://vocab.getty.edu/tgn/1000046>,Bolivia,"""Bolivia""@es",-17,-65
<http://vocab.getty.edu/tgn/1000046>,Bolivia,"""Bolivie""@fr",-17,-65
<http://vocab.getty.edu/tgn/1000046>,Bolivia,"""Bolivien""@de",-17,-65
<http://vocab.getty.edu/tgn/1000046>,Bolivia,"""Bolívia""@pt",-17,-65
<http://vocab.getty.edu/tgn/1000046>,Bolivia,"""Боливия""@ru",-17,-65
<http://vocab.getty.edu/tgn/1000046>,Bolivia,"""玻利维亚""@zh",-17,-65
<http://vocab.getty.edu/tgn/1000046>,Bolivia,"""بو فًَاِ""@ar",-17,-65
<http://vocab.getty.edu/tgn/1000145>,Việt Nam,"""Việt Nam""@vi",16,106
<http://vocab.getty.edu/tgn/1000145>,Việt Nam,"""Viet Nam""@en",16,106
<http://vocab.getty.edu/tgn/1000145>,Việt Nam,"""Viet Nam""@fr",16,106
<http://vocab.getty.edu/tgn/1000145>,Việt Nam,"""Viet Nam""@es",16,106
<http://vocab.getty.edu/tgn/1000145>,Việt Nam,"""Вьетнам""@ru",16,106
<http://vocab.getty.edu/tgn/1000145>,Việt Nam,"""越南""@zh",16,106
<http://vocab.getty.edu/tgn/1000145>,Việt Nam,"""ف تَِ نام""@ar",16,106
<http://vocab.getty.edu/tgn/1000842>,Distrito Capital,Distrito Capital,10.5,-66.9167
<http://vocab.getty.edu/tgn/1000726>,Pasco,Pasco,-10.5,-75.25
<http://vocab.getty.edu/tgn/1000116>,Indonesia,"""Indonesia""@en",-5,120
<http://vocab.getty.edu/tgn/1000116>,Indonesia,"""Indonesia""@nl",-5,120
<http://vocab.getty.edu/tgn/1000116>,Indonesia,"""Indonesia""@es",-5,120
<http://vocab.getty.edu/tgn/1000116>,Indonesia,"""Indonesia""@id",-5,120
<http://vocab.getty.edu/tgn/1000116>,Indonesia,"""Indonésie""@fr",-5,120
<http://vocab.getty.edu/tgn/1000116>,Indonesia,"""Индонезия""@ru",-5,120
<http://vocab.getty.edu/tgn/1000116>,Indonesia,"""印度尼西亚""@zh",-5,120
<http://vocab.getty.edu/tgn/1000116>,Indonesia,"""إهدوهسُ اَ""@ar",-5,120
<http://vocab.getty.edu/tgn/1000556>,Centre,Centre,12.33334,-1.5
<http://vocab.getty.edu/tgn/1000841>,Distrito Federal,Distrito Federal,-15.75,-47.75
<http://vocab.getty.edu/tgn/1000143>,Al Imārāt,"""Al Imārāt""@ar-latn",24,54
<http://vocab.getty.edu/tgn/1000143>,Al Imārāt,"""United Arab Emirates""@en",24,54
<http://vocab.getty.edu/tgn/1000143>,Al Imārāt,"""Émirats arabes unis""@fr",24,54
<http://vocab.getty.edu/tgn/1000143>,Al Imārāt,"""Emiratos Árabes Unidos""@es",24,54
<http://vocab.getty.edu/tgn/1000143>,Al Imārāt,"""Vereinigte Arabische Emirate""@de",24,54
<http://vocab.getty.edu/tgn/1000143>,Al Imārāt,"""Объединенные Арабские Эмираты""@ru",24,54
<http://vocab.getty.edu/tgn/1000143>,Al Imārāt,"""阿拉伯联合酋长国""@zh",24,54
<http://vocab.getty.edu/tgn/1000143>,Al Imārāt,"""الإمارات ا عًرب ةَ المخحدة""@ar",24,54
<http://vocab.getty.edu/tgn/1000171>,Liberia,"""Liberia""@en",6.5,-9.5
<http://vocab.getty.edu/tgn/1000171>,Liberia,"""Liberia""@es",6.5,-9.5
<http://vocab.getty.edu/tgn/1000171>,Liberia,"""Libéria""@fr",6.5,-9.5
<http://vocab.getty.edu/tgn/1000171>,Liberia,"""Либерия""@ru",6.5,-9.5
<http://vocab.getty.edu/tgn/1000171>,Liberia,"""利比里亚""@zh",6.5,-9.5
<http://vocab.getty.edu/tgn/1000171>,Liberia,"""بًَريا""@ar",6.5,-9.5
<http://vocab.getty.edu/tgn/1000862>,HaMerkaz,HaMerkaz,32.0833,34.9167
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""Kýpros""@el-latn",35,33
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""Kıbrıs""@tr-latn",35,33
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""Cyprus""@en",35,33
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""Chypre""@fr",35,33
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""Chipre""@es",35,33
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""Κύπρος""@el",35,33
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""Кипр""@ru",35,33
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""塞浦路斯""@zh",35,33
<http://vocab.getty.edu/tgn/1000112>,Kypriakí Dimokratía,"""كبرص""@ar",35,33
<http://vocab.getty.edu/tgn/1000226>,New Zealand,"""New Zealand""@en",-42,174
<http://vocab.getty.edu/tgn/1000226>,New Zealand,"""Aotearoa""@mi",-42,174
<http://vocab.getty.edu/tgn/1000226>,New Zealand,"""Nouvelle-Zélande""@fr",-42,174
<http://vocab.getty.edu/tgn/7010642>,Runcorn,"""Runcorn""@en",53.333333,-2.75
<http://vocab.getty.edu/tgn/7010879>,Iráklion,"""Iráklion""@el-latn",35.325,25.130556
<http://vocab.getty.edu/tgn/7010788>,Faistós,"""Faistós""@el-latn",35.051494,24.8144
<http://vocab.getty.edu/tgn/7009962>,Turku,Turku,60.45,22.25
<http://vocab.getty.edu/tgn/7010221>,Kendal,"""Kendal""@en",54.316667,-2.75
<http://vocab.getty.edu/tgn/7009584>,Lillehammer,Lillehammer,61.1,10.45
<http://vocab.getty.edu/tgn/7011765>,Slovensko,"""س وَفاه اَ""@ar",48.6667,19.5
<http://vocab.getty.edu/tgn/7011848>,Chelmsford,"""Celmeresfort""@ang",51.733333,0.483333
<http://vocab.getty.edu/tgn/7011198>,Bristol,"""Bristou""@ang",51.45,-2.583333
<http://vocab.getty.edu/tgn/7011506>,Jihočeský Kraj,"""Jihočeský""@cs",49.0833,14.5
<http://vocab.getty.edu/tgn/7011506>,Jihočeský Kraj,"""Jihocesky""@en",49.0833,14.5
<http://vocab.getty.edu/tgn/7011465>,Zlín,Zlín,49.2333,17.6667
<http://vocab.getty.edu/tgn/7011304>,Totnes,"""Totnes""@en",50.416667,-3.633333
<http://vocab.getty.edu/tgn/7011167>,Kefallinía,"""Kefallinía""@el-latn",38.25,20.5
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""Schweiz""@de",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""Suisse""@fr",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""Svizzera""@it",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""Svizra""@rm-ch",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""Helvetia""@la",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""Switzerland""@en",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""Suiza""@es",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""Швейцария""@ru",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""瑞士""@zh",47,8
<http://vocab.getty.edu/tgn/7011731>,Schweiz,"""سوسٌرا""@ar",47,8
<http://vocab.getty.edu/tgn/7011210>,Salisbury,"""Salisbury""@en",51.066667,-1.783333
<http://vocab.getty.edu/tgn/7011827>,Hampstead,"""Hampstead""@en",51.55,-0.1833
<http://vocab.getty.edu/tgn/7011870>,Hatfield,"""Hatfield""@en",51.766667,-0.166667
<http://vocab.getty.edu/tgn/7011573>,Moskovskaya Oblast',"""Moskovskaya Oblast'""@ru-latn",55.75,37.5
<http://vocab.getty.edu/tgn/7011164>,Sámos,"""Sámos""@el-latn",37.75,26.75
<http://vocab.getty.edu/tgn/7011647>,Chernivets'ka Oblast',Chernivets'ka Oblast',48.25,26
<http://vocab.getty.edu/tgn/7011916>,Eton,"""Eton""@en",51.5,-0.6
<http://vocab.getty.edu/tgn/7010911>,Northampton,"""Northampton""@en",52.25,-0.883333
<http://vocab.getty.edu/tgn/7011265>,Ródhos,"""Rhodes""@en",36.440833,28.2225
<http://vocab.getty.edu/tgn/7011754>,Slaný,Slaný,50.2333,14.0833
<http://vocab.getty.edu/tgn/7011844>,Waltham Abbey,"""Waltham Abbey""@en",51.683333,0.016667
<http://vocab.getty.edu/tgn/7011805>,Woolwich,"""Woolwich""@en",51.4833,0.0667
<http://vocab.getty.edu/tgn/7011877>,Watford,"""Watford""@en",51.666667,-0.4
<http://vocab.getty.edu/tgn/7011840>,Brno,"""Brno""@en",49.2167,16.6667
<http://vocab.getty.edu/tgn/7011840>,Brno,"""Brno""@cs",49.2167,16.6667
<http://vocab.getty.edu/tgn/7011840>,Brno,"""Brünn""@de",49.2167,16.6667
<http://vocab.getty.edu/tgn/7012799>,Bad Schandau,Bad Schandau,50.916667,14.15
<http://vocab.getty.edu/tgn/7012442>,Engelberg,Engelberg,46.821069,8.401333
<http://vocab.getty.edu/tgn/7012368>,Bad Homburg,"""Bad Homburg""@de",50.216667,8.616667
<http://vocab.getty.edu/tgn/7012044>,Canterbury,"""Durovernum Cantiacorum""@la",51.266667,1.083333
<http://vocab.getty.edu/tgn/7013050>,Kaliningrad,Kaliningrad,54.6667,20.5
<http://vocab.getty.edu/tgn/7015145>,Velenje,Velenje,46.366667,15.133333
<http://vocab.getty.edu/tgn/7012290>,Samarqand,"""Samarkand""@en",39.654,66.959
<http://vocab.getty.edu/tgn/7012717>,Speicher,"""Speicher""@de",47.41084,9.443814
<http://vocab.getty.edu/tgn/7017588>,Prugiasco,"""Prugiasco""@it",46.461648,8.932619
<http://vocab.getty.edu/tgn/7012405>,Richmond,"""Richmond""@en",54.4,-1.733333
<http://vocab.getty.edu/tgn/7012986>,Ljubljana,Ljubljana,46.0667,14.5
<http://vocab.getty.edu/tgn/7012006>,Nottingham,"""Nottingham""@en",52.966667,-1.166667
<http://vocab.getty.edu/tgn/7017187>,Asnières-sur-Oise,Asnières-sur-Oise,49.133692,2.355512
<http://vocab.getty.edu/tgn/7017225>,Carnac,Carnac,47.58351,-3.078837
<http://vocab.getty.edu/tgn/7011931>,Oxford,"""Oxford""@en",51.75,-1.25
<http://vocab.getty.edu/tgn/7012051>,Hradec Králové,"""Hradec Králové""@en",50.2167,15.8333
<http://vocab.getty.edu/tgn/7012051>,Hradec Králové,"""Hradec Králové""@cs",50.2167,15.8333
<http://vocab.getty.edu/tgn/7012051>,Hradec Králové,"""Königgrätz""@de",50.2167,15.8333
<http://vocab.getty.edu/tgn/7014883>,Krasnoyarsk,Krasnoyarsk,56.0833,92.7667
<http://vocab.getty.edu/tgn/7017283>,Glasgow,"""Glasgow""@en",55.833333,-4.25
<http://vocab.getty.edu/tgn/7012377>,Homburg,Homburg,49.316667,7.333333
<http://vocab.getty.edu/tgn/7013232>,Bensheim,Bensheim,49.680278,8.616111
<http://vocab.getty.edu/tgn/7017310>,Dubrovačko-Neretvanska Županija,Dubrovačko-Neretvanska Županija,42.833,17.508
<http://vocab.getty.edu/tgn/7012639>,Oppenheim,Oppenheim,49.858056,8.367778
<http://vocab.getty.edu/tgn/7017312>,"Zagreb, Grad","Zagreb, Grad",45.833,16
<http://vocab.getty.edu/tgn/7017299>,Primorsko-Goranska Županjia,Primorsko-Goranska Županjia,45.003,14.576
<http://vocab.getty.edu/tgn/7017587>,Mosogno,"""Mosogno""@it",46.198767,8.641587
<http://vocab.getty.edu/tgn/7011980>,Cambridgeshire,"""Cambridgeshire""@en",52.5,0.1667
<http://vocab.getty.edu/tgn/7012842>,Bad Muskau,Bad Muskau,51.55,14.716667
<http://vocab.getty.edu/tgn/7012305>,Bautzen,Bautzen,51.183333,14.433333
<http://vocab.getty.edu/tgn/7348476>,Adeje,Adeje,28.116667,-16.716667
<http://vocab.getty.edu/tgn/4008978>,Puidoux,Puidoux,46.500932,6.782486
<http://vocab.getty.edu/tgn/4006200>,Lax,"""Lax""@de",46.388385,8.117005
<http://vocab.getty.edu/tgn/7000249>,HaẔafon,"""Northern""@en",32.8333,35.3333
<http://vocab.getty.edu/tgn/4006956>,Marne-la-Vallée,Marne-la-Vallée,48.832174,2.633091
<http://vocab.getty.edu/tgn/5001263>,Les Eyzies-de-Tayac,Les Eyzies-de-Tayac,44.934977,1.046805
<http://vocab.getty.edu/tgn/4007336>,Monpazier,Monpazier,44.681829,0.894452
<http://vocab.getty.edu/tgn/5001527>,Gouvieux,Gouvieux,49.187047,2.41439
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""Bhārat""@hi-latn",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""India""@en",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""India""@es",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""Inde""@fr",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""Indien""@de",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""Índia""@pt",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""भारत""@hi",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""Индия""@ru",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""印度""@zh",20,77
<http://vocab.getty.edu/tgn/7000198>,Bhārat,"""ا هًيد""@ar",20,77
<http://vocab.getty.edu/tgn/4009799>,Saint-Sulpice,Saint-Sulpice,46.910436,6.564475
<http://vocab.getty.edu/tgn/7000449>,Meknès,Meknès,33.893,-5.547
<http://vocab.getty.edu/tgn/7000270>,ʻAjmān,"""Ajman""@en",25.3833,55.5167
<http://vocab.getty.edu/tgn/4009311>,Ritzingen,Ritzingen,46.457485,8.222769
<http://vocab.getty.edu/tgn/7000490>,Australia,"""Австралия""@ru",-25,135
<http://vocab.getty.edu/tgn/7000490>,Australia,"""澳大利亚""@zh",-25,135
<http://vocab.getty.edu/tgn/7000490>,Australia,"""أسترا اًَ""@ar",-25,135
<http://vocab.getty.edu/tgn/7001512>,Pune,"""Pune""@en",18.533,73.866
<http://vocab.getty.edu/tgn/7000606>,Al Jabal al Akhḑar,Al Jabal al Akhḑar,32.2,21.75
<http://vocab.getty.edu/tgn/7001100>,Būr Saʻīd,"""Port Said""@en",31.256541,32.284115
<http://vocab.getty.edu/tgn/7001933>,Melbourne,Melbourne,-37.813938,144.963425
<http://vocab.getty.edu/tgn/7000810>,Pretoria,Pretoria,-25.75,28.2
<http://vocab.getty.edu/tgn/7002186>,Qiqihar,"""Qiqihar""@mos",47.34088,123.960448
<http://vocab.getty.edu/tgn/7001179>,Berrouaghia,Berrouaghia,36.1167,2.8667
<http://vocab.getty.edu/tgn/7000690>,Al Manāmah,Al Manāmah,26.2167,50.5667
<http://vocab.getty.edu/tgn/7001874>,Lhasa,"""Lhasa""@bo-latn",29.65,91.1
<http://vocab.getty.edu/tgn/7002205>,Takht-e Jamshīd,Takht-e Jamshīd,29.9333,52.8833
<http://vocab.getty.edu/tgn/7001246>,Oran,Oran,35.75,-0.6333
<http://vocab.getty.edu/tgn/7000809>,Johannesburg,Johannesburg,-26.1667,28.0333
<http://vocab.getty.edu/tgn/7001828>,New South Wales,New South Wales,-33,146
<http://vocab.getty.edu/tgn/7000489>,Ityop'iya,"""Ityop'iya""@am-latn",8,39
<http://vocab.getty.edu/tgn/7000489>,Ityop'iya,"""Ethiopia""@en",8,39
<http://vocab.getty.edu/tgn/7000489>,Ityop'iya,"""Éthiopie""@fr",8,39
<http://vocab.getty.edu/tgn/7000489>,Ityop'iya,"""Etiopía""@es",8,39
<http://vocab.getty.edu/tgn/7000489>,Ityop'iya,"""Эфиопия""@ru",8,39
<http://vocab.getty.edu/tgn/7000489>,Ityop'iya,"""埃塞俄比亚""@zh",8,39
<http://vocab.getty.edu/tgn/7000489>,Ityop'iya,"""إث وَب اَ""@ar",8,39
<http://vocab.getty.edu/tgn/7001904>,Adelaide,Adelaide,-34.928661,138.598633
<http://vocab.getty.edu/tgn/7000983>,Krung Thep,"""Bangkok""@en",13.753,100.501
<http://vocab.getty.edu/tgn/7001282>,Fārs,Fārs,29,53
<http://vocab.getty.edu/tgn/7000684>,Ash Sharqīyah,Ash Sharqīyah,22.95,50.15
<http://vocab.getty.edu/tgn/7001831>,South Australia,South Australia,-30,135
<http://vocab.getty.edu/tgn/7001325>,Seoul,Seoul,37.5833,127
<http://vocab.getty.edu/tgn/7000485>,Ādīs Ābeba,Ādīs Ābeba,9.033,38.7
<http://vocab.getty.edu/tgn/7002004>,Tehrān,Tehrān,35.6667,51.416
<http://vocab.getty.edu/tgn/7001388>,Bayt Laẖm,"""Bayt Laẖm""@ar-latn",31.7167,35.2
<http://vocab.getty.edu/tgn/7001388>,Bayt Laẖm,"""Bethlehem""@en",31.7167,35.2
<http://vocab.getty.edu/tgn/7001388>,Bayt Laẖm,"""Bet Leẖem""@he-latn",31.7167,35.2
<http://vocab.getty.edu/tgn/7001992>,Tasmania,Tasmania,-42,147
<http://vocab.getty.edu/tgn/7000583>,Maritime,Maritime,6.5,1.3333
<http://vocab.getty.edu/tgn/7001171>,Sūhāj,"""Sūhāj""@ar-latn",26.556952,31.694785
<http://vocab.getty.edu/tgn/7001063>,Hồ Chí Minh,Hồ Chí Minh,10.766667,106.666667
<http://vocab.getty.edu/tgn/7000630>,Ṭarābulus,"""Tripoli""@en",32.892,13.18
<http://vocab.getty.edu/tgn/7001371>,Yerushalayim,"""Jerusalem""@en",31.7667,35.2333
<http://vocab.getty.edu/tgn/7000491>,Ouagadougou,Ouagadougou,12.370278,-1.524722
<http://vocab.getty.edu/tgn/7014561>,Syracuse,Syracuse,43.0333,-76.1333
<http://vocab.getty.edu/tgn/7014612>,Westchester,Westchester,41.1167,-73.8
<http://vocab.getty.edu/tgn/7015890>,Williamsburg,Williamsburg,40.7,-73.95
<http://vocab.getty.edu/tgn/7014428>,Rouses Point,Rouses Point,44.9833,-73.35
<http://vocab.getty.edu/tgn/7015769>,Arlington,Arlington,38.8667,-77.1
<http://vocab.getty.edu/tgn/7015854>,Flushing,Flushing,40.75,-73.8167
<http://vocab.getty.edu/tgn/7015822>,Brooklyn,Brooklyn,40.6833,-73.9667
<http://vocab.getty.edu/tgn/7015858>,Harlem,Harlem,40.8,-73.9333
<http://vocab.getty.edu/tgn/7014535>,Stamford,Stamford,41.05,-73.5333
<http://vocab.getty.edu/tgn/7014591>,Watertown,Watertown,42.3667,-71.1833
<http://vocab.getty.edu/tgn/7015083>,Harvard,Harvard,42.5,-71.5833
<http://vocab.getty.edu/tgn/7014457>,San Jose,San Jose,37.3333,-121.8833
<http://vocab.getty.edu/tgn/7015975>,Glenside,Glenside,40.1,-75.15
<http://vocab.getty.edu/tgn/7014386>,Palo Alto,Palo Alto,37.4333,-122.1333
<http://vocab.getty.edu/tgn/7014444>,Saint Louis,Saint Louis,38.6167,-90.1833
<http://vocab.getty.edu/tgn/7015352>,West Hollywood,West Hollywood,34.0833,-118.35
<http://vocab.getty.edu/tgn/7014333>,Richland Center,Richland Center,43.3333,-90.3833
<http://vocab.getty.edu/tgn/7014491>,Scottsdale,Scottsdale,33.5,-111.8833
<http://vocab.getty.edu/tgn/7014232>,Normal,Normal,40.5,-88.9833
<http://vocab.getty.edu/tgn/7014340>,River Forest,River Forest,41.8833,-87.8
<http://vocab.getty.edu/tgn/7015574>,Machupicchu,Machupicchu,-13.15,-72.5167
<http://vocab.getty.edu/tgn/7014470>,Santa Ana,Santa Ana,33.7333,-117.8667
<http://vocab.getty.edu/tgn/7014660>,Troy,Troy,42.7167,-73.6833
<http://vocab.getty.edu/tgn/7015731>,Kings Mills,Kings Mills,39.35,-84.2333
<http://vocab.getty.edu/tgn/7015310>,Encino,Encino,34.15,-118.5
<http://vocab.getty.edu/tgn/7014352>,Rockingham,Rockingham,42.9667,-71.1
<http://vocab.getty.edu/tgn/7014675>,Urbana,Urbana,40.1,-88.2
<http://vocab.getty.edu/tgn/7015752>,Windsor,Windsor,43.4667,-72.3833
<http://vocab.getty.edu/tgn/7016167>,Saint Louis,Saint Louis,38.6333,-90.4
<http://vocab.getty.edu/tgn/7015717>,District of Columbia,District of Columbia,38.8333,-77
<http://vocab.getty.edu/tgn/7014245>,Norton,Norton,41.9667,-71.1833
<http://vocab.getty.edu/tgn/7015468>,Tujunga,Tujunga,34.25,-118.2833
<http://vocab.getty.edu/tgn/7014618>,Westport,Westport,41.1333,-73.35
<http://vocab.getty.edu/tgn/7014456>,San Francisco,San Francisco,37.7667,-122.4167
<http://vocab.getty.edu/tgn/7014455>,San Diego,San Diego,32.7,-117.15
<http://vocab.getty.edu/tgn/7014224>,Newport Beach,Newport Beach,33.6167,-117.9167
<http://vocab.getty.edu/tgn/7014324>,Oxford,Oxford,39.5,-84.7333
<http://vocab.getty.edu/tgn/7014640>,Woodbury,Woodbury,41.5333,-73.2
<http://vocab.getty.edu/tgn/7014318>,Otsego,Otsego,42.6333,-75.0167
<http://vocab.getty.edu/tgn/7014475>,Santa Clara,Santa Clara,37.2333,-121.7667
<http://vocab.getty.edu/tgn/7014218>,Newark,Newark,40.7333,-74.1667
<http://vocab.getty.edu/tgn/7014416>,Pittsfield,Pittsfield,42.45,-73.2333
<http://vocab.getty.edu/tgn/7014447>,Salem,Salem,42.5167,-70.8833
<http://vocab.getty.edu/tgn/7015471>,Westwood,Westwood,34.05,-118.4167
<http://vocab.getty.edu/tgn/7014291>,Orange,Orange,33.7833,-117.85
<http://vocab.getty.edu/tgn/7014282>,Poughkeepsie,Poughkeepsie,41.7,-73.9167
<http://vocab.getty.edu/tgn/7015823>,Locust Valley,Locust Valley,40.8667,-73.5833
<http://vocab.getty.edu/tgn/7014489>,Schenectady,Schenectady,42.8,-73.9333
<http://vocab.getty.edu/tgn/7014348>,Rochester,Rochester,43.15,-77.6
<http://vocab.getty.edu/tgn/7016100>,Charles,Charles,38.4833,-76.9833
<http://vocab.getty.edu/tgn/7014661>,Tucson,Tucson,32.2167,-110.9167
